x_m,y_m,samples,dwell_s
2.764008821460286,1.2680985653349712,612,61.200031
2.8640088214602866,1.2680985653349712,3,0.29983
2.964008821460286,1.2680985653349712,1,0.100162
2.964008821460286,1.3680985653349713,1,0.099838
3.1640088214602864,1.3680985653349713,3,0.300067
3.264008821460287,1.3680985653349713,2,0.200112
3.3640088214602866,1.3680985653349713,1,0.099969
3.3640088214602866,1.4680985653349714,1,0.099852
3.464008821460287,1.4680985653349714,3,0.300233
3.5640088214602867,1.4680985653349714,2,0.199807
3.6640088214602873,1.4680985653349714,1,0.100089
3.6640088214602873,1.5680985653349715,1,0.100019
3.764008821460287,1.5680985653349715,2,0.200014
3.8640088214602875,1.5680985653349715,2,0.199911
3.964008821460287,1.5680985653349715,1,0.100048
3.964008821460287,1.6680985653349716,1,0.100053
4.064008821460288,1.6680985653349716,2,0.199834
4.164008821460287,1.6680985653349716,2,0.200021
4.264008821460288,1.7680985653349717,3,0.300103
4.3640088214602875,1.7680985653349717,2,0.199981
4.464008821460288,1.8680985653349718,2,0.200047
4.564008821460288,1.8680985653349718,2,0.199965
4.664008821460288,1.8680985653349718,1,0.100031
4.664008821460288,1.9680985653349719,2,0.199831
4.764008821460288,1.9680985653349719,2,0.200058
4.864008821460288,1.9680985653349719,1,0.100018
4.864008821460288,2.0680985653349717,1,0.100061
4.964008821460288,2.0680985653349717,2,0.199846
5.0640088214602885,2.0680985653349717,2,0.200064
5.164008821460288,2.1680985653349722,2,0.200042
5.264008821460289,2.1680985653349722,3,0.299929
6.364008821460289,2.1680985653349722,317,31.701393
6.46400882146029,2.1680985653349722,1153,115.29876
5.364008821460288,2.268098565334972,3,0.300049
5.464008821460289,2.268098565334972,2,0.200031
6.26400882146029,2.268098565334972,1,0.100024
6.364008821460289,2.268098565334972,4,0.399982
6.46400882146029,2.268098565334972,45,4.499952
5.464008821460289,2.3680985653349724,1,0.099941
5.5640088214602885,2.3680985653349724,4,0.400049
5.664008821460289,2.3680985653349724,1,0.099966
6.164008821460289,2.3680985653349724,4,0.399899
6.26400882146029,2.3680985653349724,2,0.200021
5.664008821460289,2.468098565334972,2,0.199996
5.764008821460289,2.468098565334972,4,0.399981
5.964008821460289,2.468098565334972,1,0.099978
6.064008821460289,2.468098565334972,3,0.30004
5.764008821460289,2.5680985653349726,4,0.400042
5.864008821460289,2.5680985653349726,67,6.699934
5.964008821460289,2.5680985653349726,1,0.100125
