child_frame,frame,stamp,vx,vy,wz,x,y,yaw,z
base_link,odom,1788825286.1166852,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.1365113,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.1564207,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.1763363,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.1964548,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.216525,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.2362123,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.2561746,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.276408,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.2966213,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.3166876,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.3365688,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.3563652,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.37669,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.39651,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.4163728,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.4368477,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.4566078,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.4767156,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.4965513,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.516652,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.5365434,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.5562723,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.5775685,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.5966728,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.6165254,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.6367114,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.6565888,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.6767578,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.6969368,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.7168148,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.736754,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.7565825,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
base_link,odom,1788825286.7769573,0.0,0.0,0.0,1.7116833613950602,4.783836166310769,4.332936937837189,0.0
