x_m,y_m,samples,dwell_s
6.409626616506001,-6.777697070785551,11,1.099911
6.3096266165060015,-6.677697070785551,5,0.500161
6.409626616506001,-6.677697070785551,1,0.099974
6.3096266165060015,-6.577697070785551,5,0.499959
6.209626616506002,-6.477697070785552,4,0.399923
6.3096266165060015,-6.477697070785552,2,0.199903
6.109626616506001,-6.377697070785552,2,0.199873
6.209626616506002,-6.377697070785552,4,0.400199
6.109626616506001,-6.277697070785552,3,0.300054
6.209626616506002,-6.277697070785552,4,0.399978
6.009626616506002,-6.177697070785553,18,1.800236
6.209626616506002,-6.177697070785553,2,0.200006
5.909626616506001,-6.077697070785553,4,0.399993
6.009626616506002,-6.077697070785553,8,0.799753
6.209626616506002,-6.077697070785553,2,0.199996
5.909626616506001,-5.9776970707855535,327,32.700358
6.209626616506002,-5.9776970707855535,7,0.700185
6.3096266165060015,-5.9776970707855535,54,5.399884
5.8096266165060015,-5.877697070785554,2,0.20005
5.909626616506001,-5.877697070785554,195,19.49967
6.009626616506002,-5.877697070785554,1,0.099926
6.109626616506001,-5.877697070785554,8,0.799962
6.209626616506002,-5.877697070785554,5,0.49998
6.3096266165060015,-5.877697070785554,1,0.100047
6.209626616506002,-5.777697070785554,2,0.199903
6.109626616506001,-5.6776970707855545,1,0.099933
6.209626616506002,-5.6776970707855545,8,0.800052
6.109626616506001,-5.577697070785555,31,3.100095
0.3096266165060008,0.22230292921442452,1024,102.40004
0.5096266165060008,0.22230292921442452,2,0.200067
0.40962661650600085,0.32230292921442416,3,0.299924
0.40962661650600085,0.4223029292144238,65,6.499927
