x_m,y_m,samples,dwell_s
6.274925492105286,2.2184803698939906,3,0.300158
6.374925492105286,2.2184803698939906,660,66.000193
6.474925492105285,2.2184803698939906,707,70.699916
6.074925492105287,2.318480369893991,1,0.099896
6.174925492105286,2.318480369893991,7,0.699954
6.274925492105286,2.318480369893991,5,0.500238
6.374925492105286,2.318480369893991,5,0.499893
6.074925492105287,2.4184803698939907,10,1.000406
6.174925492105286,2.4184803698939907,5,0.499622
6.074925492105287,2.5184803698939913,184,18.400017
