frame,points,stamp
map,"[{""x"":6.395264821898282,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.44526482264334,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788732213.9747992
map,"[{""x"":6.395264821898282,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.44526482264334,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788732215.0055149
map,"[{""x"":6.395264821898282,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.44526482264334,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788732216.0356636
map,"[{""x"":6.395264821898282,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.44526482264334,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788732217.0655222
map,"[{""x"":6.395264821898282,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.44526482264334,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788732218.0856612
map,"[{""x"":6.395264821898282,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.44526482264334,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788732219.1147854
map,"[{""x"":6.395264821898282,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.44526482264334,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788732220.1302092
map,"[{""x"":6.395264821898282,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.44526482264334,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788732221.1604798
map,"[{""x"":6.395264821898282,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.44526482264334,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788732222.1908813
map,"[{""x"":6.395264821898282,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.44526482264334,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788732223.220326
map,"[{""x"":6.395264821898282,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.44526482264334,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788732224.2412415
map,"[{""x"":6.44526482264334,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788732225.2703753
map,"[{""x"":6.44526482264334,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788732226.3003862
map,"[{""x"":6.44526482264334,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788732227.3203654
map,"[{""x"":6.44526482264334,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788732228.340914
map,"[{""x"":6.44526482264334,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788732229.3710353
map,"[{""x"":6.44526482264334,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788732230.405174
map,"[{""x"":6.44526482264334,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788732231.4311998
map,"[{""x"":6.44526482264334,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788732232.4606113
map,"[{""x"":6.44526482264334,""y"":2.160195672293268,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788732233.4905715
