stamp,vx,vy,vz,wx,wy,wz
1789095062.737416,0.0,0.0,0.0,0.0,0.0,0.0
1789095062.787431,0.0,0.0,0.0,0.0,0.0,0.0
1789095062.8375728,0.0,0.0,0.0,0.0,0.0,0.0
1789095062.8875034,0.0,0.0,0.0,0.0,0.0,0.0
1789095062.9377034,0.0,0.0,0.0,0.0,0.0,0.0
1789095062.9872766,0.0,0.0,0.0,0.0,0.0,0.0
1789095063.0377893,0.0,0.0,0.0,0.0,0.0,0.0
1789095063.0874684,0.0,0.0,0.0,0.0,0.0,0.0
1789095063.1380422,0.0,0.0,0.0,0.0,0.0,0.0
1789095063.1874244,0.0,0.0,0.0,0.0,0.0,0.0
1789095063.2378137,0.0,0.0,0.0,0.0,0.0,0.0
1789095063.287501,0.0,0.0,0.0,0.0,0.0,0.0
1789095063.338024,0.0,0.0,0.0,0.0,0.0,0.0
1789095063.3875697,0.0,0.0,0.0,0.0,0.0,0.0
1789095063.4379594,0.0,0.0,0.0,0.0,0.0,0.0
1789095063.4875348,0.0,0.0,0.0,0.0,0.0,0.0
1789095063.5378978,0.0,0.0,0.0,0.0,0.0,0.0
1789095063.587606,0.0,0.0,0.0,0.0,0.0,0.0
1789095063.6380756,0.0,0.0,0.0,0.0,0.0,0.0
1789095063.6877387,0.0,0.0,0.0,0.0,0.0,0.0
1789095063.7380943,0.0,0.0,0.0,0.0,0.0,0.0
1789095063.7876108,0.0,0.0,0.0,0.0,0.0,0.0
1789095063.8382652,0.0,0.0,0.0,0.0,0.0,0.0
1789095063.8876364,0.0,0.0,0.0,0.0,0.0,0.0
1789095063.937782,0.0,0.0,0.0,0.0,0.0,0.0
1789095063.9876702,0.0,0.0,0.0,0.0,0.0,0.0
1789095064.038295,0.0,0.0,0.0,0.0,0.0,0.0
1789095064.0878038,0.0,0.0,0.0,0.0,0.0,0.0
1789095064.1379626,0.0,0.0,0.0,0.0,0.0,0.0
1789095064.1878164,0.0,0.0,0.0,0.0,0.0,0.0
1789095064.238245,0.0,0.0,0.0,0.0,0.0,0.0
1789095064.2874045,0.0,0.0,0.0,0.0,0.0,0.0
1789095064.3379476,0.0,0.0,0.0,0.0,0.0,0.0
1789095064.3875096,0.0,0.0,0.0,0.0,0.0,0.0
1789095064.4380207,0.0,0.0,0.0,0.0,0.0,0.0
1789095064.4877656,0.0,0.0,0.0,0.0,0.0,0.0
1789095064.5376747,0.0,0.0,0.0,0.0,0.0,0.0
1789095064.587629,0.0,0.0,0.0,0.0,0.0,0.0
1789095064.6381683,0.0,0.0,0.0,0.0,0.0,0.0
1789095064.6874962,0.0,0.0,0.0,0.0,0.0,0.0
1789095064.7381294,0.0,0.0,0.0,0.0,0.0,0.0
1789095064.7878652,0.0,0.0,0.0,0.0,0.0,0.0
1789095064.8382702,0.0,0.0,0.0,0.0,0.0,0.0
1789095064.8873878,0.0,0.0,0.0,0.0,0.0,0.0
1789095064.9377408,0.0,0.0,0.0,0.0,0.0,0.0
1789095064.987685,0.0,0.0,0.0,0.0,0.0,0.0
1789095065.0380118,0.0,0.0,0.0,0.0,0.0,0.0
1789095065.087651,0.0,0.0,0.0,0.0,0.0,0.0
1789095065.1381376,0.0,0.0,0.0,0.0,0.0,0.0
1789095065.1876802,0.0,0.0,0.0,0.0,0.0,0.0
1789095065.2379148,0.0,0.0,0.0,0.0,0.0,0.0
1789095065.2873666,0.0,0.0,0.0,0.0,0.0,0.0
1789095065.3377526,0.0,0.0,0.0,0.0,0.0,0.0
1789095065.387563,0.0,0.0,0.0,0.0,0.0,0.0
1789095065.4377615,0.0,0.0,0.0,0.0,0.0,0.0
1789095065.4876153,0.0,0.0,0.0,0.0,0.0,0.0
1789095065.791191,0.0,0.0,0.0,0.0,0.0,0.0
1789095065.7918785,0.0,0.0,0.0,0.0,0.0,0.0
1789095065.8379462,0.0,0.0,0.0,0.0,0.0,0.0
1789095065.8876565,0.0,0.0,0.0,0.0,0.0,0.0
1789095065.9381258,0.0,0.0,0.0,0.0,0.0,0.0
1789095065.9876103,0.0,0.0,0.0,0.0,0.0,0.0
1789095066.0377686,0.0,0.0,0.0,0.0,0.0,0.0
1789095066.0872798,0.0,0.0,0.0,0.0,0.0,0.0
1789095066.1376991,-0.025025248527526855,0.0,0.0,0.0,0.0,0.05005049705505371
1789095066.187337,-0.05002093315124512,0.0,0.0,0.0,0.0,0.05555960536003113
1789095066.2381115,-0.07504773139953613,0.0,0.0,0.0,0.0,0.09020445495843887
1789095066.2876484,-0.07667127251625061,0.0,0.0,0.0,0.0,0.09020445495843887
1789095066.3376563,-0.08795064687728882,0.0,0.0,0.0,0.0,0.14024636894464493
1789095066.3875928,-0.08795064687728882,0.0,0.0,0.0,0.0,0.1699991524219513
1789095066.4375613,-0.052403949201107025,0.0,0.0,0.0,0.0,0.2200019657611847
1789095066.487354,-0.052403949201107025,0.0,0.0,0.0,0.0,0.2247392237186432
1789095066.5381448,-0.02741970866918564,0.0,0.0,0.0,0.0,0.27470770478248596
1789095066.5874956,-0.002419613301753998,0.0,0.0,0.0,0.0,0.30255359411239624
1789095066.6378934,0.01064659096300602,0.0,0.0,0.0,0.0,0.2705295979976654
1789095066.6878204,0.01064659096300602,0.0,0.0,0.0,0.0,0.2705295979976654
1789095066.7378492,0.012621444649994373,0.0,0.0,0.0,0.0,0.27485227584838867
1789095066.787727,0.012621444649994373,0.0,0.0,0.0,0.0,0.27485227584838867
