frame,plan_index,point_index,stamp,x,y,yaw
map,0,0,1789095065.9956317,-4.467999875575304,1.7770003680586832,0.0
map,0,1,1789095065.9956317,-4.437948453008362,1.7764922503753304,0.0
map,0,2,1789095065.9956317,-4.412949215575297,1.7762389544731185,0.0
map,0,3,1789095065.9956317,-4.387951504021162,1.7758971575930254,0.0
map,0,4,1789095065.9956317,-4.362955318345955,1.775469911492909,0.0
map,0,5,1789095065.9956317,-4.337961421489142,1.7749221209574024,0.0
map,0,6,1789095065.9956317,-4.312969813450723,1.7742629412600799,0.0
map,0,7,1789095065.9956317,-4.28798278304909,1.7734542254277166,0.0
map,0,8,1789095065.9956317,-4.263001093223709,1.7725081804917444,0.0
map,0,9,1789095065.9956317,-4.238026269853508,1.7713820818421517,0.0
map,0,10,1789095065.9956317,-4.213059838817417,1.7700927141471574,0.0
map,0,11,1789095065.9956317,-4.188104851873293,1.7685958269178208,0.0
map,0,12,1789095065.9956317,-4.163161309021136,1.7669127824591477,0.0
map,0,13,1789095065.9956317,-4.138234550837199,1.7649978044032686,0.0
map,0,14,1789095065.9956317,-4.113325340260944,1.7628753068130472,0.0
map,0,15,1789095065.9956317,-4.0884382549291605,1.7604964615627559,0.0
map,0,16,1789095065.9956317,-4.063574057781311,1.7578933121099034,0.0
map,0,17,1789095065.9956317,-4.038740378212042,1.7550155044498332,0.0
map,0,18,1789095065.9956317,-4.013935690342423,1.751896607918983,0.0
map,0,19,1789095065.9956317,-3.9891691494460293,1.7484862685126963,0.0
map,0,20,1789095065.9956317,-3.964439229643931,1.7448241590831266,0.0
map,0,21,1789095065.9956317,-3.939755849149167,1.7408583997466884,0.0
map,0,22,1789095065.9956317,-3.915115956203879,1.7366301892344644,0.0
map,0,23,1789095065.9956317,-3.8905325207789634,1.73208612178394,0.0
map,0,24,1789095065.9956317,-3.8659994393587045,1.7272750255208429,0.0
map,0,25,1789095065.9956317,-3.841480853788271,1.7223952647059413,0.0
map,0,26,1789095065.9956317,-3.8169637940967664,1.7175032968596078,0.0
map,0,27,1789095065.9956317,-3.792457415557765,1.7125579232507597,0.0
map,0,28,1789095065.9956317,-3.767954088776621,1.7076003426104798,0.0
map,0,29,1789095065.9956317,-3.7434614431479805,1.7025908820866142,0.0
map,0,30,1789095065.9956317,-3.7189779527929137,1.697535645194879,0.0
map,0,31,1789095065.9956317,-3.694497514195705,1.692463623634925,0.0
map,0,32,1789095065.9956317,-3.67002623087207,1.6873488774649594,0.0
map,0,33,1789095065.9956317,-3.6455587622457575,1.682218872505704,0.0
map,0,34,1789095065.9956317,-3.6210981600746255,1.6770507205732237,0.0
map,0,35,1789095065.9956317,-3.596639846721887,1.6718779910039565,0.0
map,0,36,1789095065.9956317,-3.5721861110059354,1.6666793214928965,0.0
map,0,37,1789095065.9956317,-3.5477346641083773,1.6614714967082627,0.0
map,0,38,1789095065.9956317,-3.5232885577870707,1.656237731981836,0.0
map,0,39,1789095065.9956317,-3.498843977344693,1.6509963378607644,0.0
map,0,40,1789095065.9956317,-3.4744055004180314,1.645727477918971,0.0
map,0,41,1789095065.9956317,-3.4499693123097632,1.6404494627036037,0.0
map,0,42,1789095065.9956317,-3.4255384647777465,1.6351455075464436,0.0
map,0,43,1789095065.9956317,-3.4011091431246587,1.6298323971157096,0.0
