x_m,y_m,samples,dwell_s
-7.040377579674726,-7.486380226810342,1,0.100272
0.25962242032524774,0.213619773189631,590,58.999717
2.659622420325239,1.313619773189627,655,65.500221
2.659622420325239,1.4136197731896267,6,0.600168
2.759622420325239,1.4136197731896267,221,22.099828
2.8596224203252385,1.4136197731896267,1,0.100059
2.959622420325238,1.4136197731896267,1,0.100066
2.959622420325238,1.5136197731896264,2,0.20004
3.059622420325238,1.5136197731896264,2,0.199756
3.1596224203252374,1.5136197731896264,2,0.199983
3.259622420325237,1.5136197731896264,2,0.200243
3.3596224203252367,1.613619773189626,2,0.199793
3.4596224203252364,1.613619773189626,2,0.200081
3.559622420325236,1.613619773189626,3,0.300032
3.6596224203252357,1.613619773189626,2,0.200321
3.7596224203252353,1.7136197731896257,2,0.200094
3.859622420325235,1.7136197731896257,2,0.199621
3.9596224203252346,1.7136197731896257,2,0.200371
4.059622420325234,1.7136197731896257,1,0.099602
4.059622420325234,1.8136197731896253,1,0.100422
4.159622420325234,1.8136197731896253,2,0.199798
4.2596224203252335,1.8136197731896253,3,0.299849
4.359622420325233,1.8136197731896253,2,0.199948
4.459622420325233,1.913619773189625,2,0.200031
4.5596224203252325,1.913619773189625,2,0.199988
4.659622420325232,1.913619773189625,2,0.200907
4.659622420325232,2.0136197731896246,1,0.099181
4.759622420325232,2.0136197731896246,2,0.199916
4.859622420325231,2.0136197731896246,3,0.300035
4.959622420325231,2.0136197731896246,1,0.100311
4.959622420325231,2.1136197731896242,1,0.099594
5.059622420325231,2.1136197731896242,2,0.199951
5.15962242032523,2.1136197731896242,2,0.199971
5.25962242032523,2.1136197731896242,1,0.100208
5.25962242032523,2.213619773189624,2,0.200158
5.35962242032523,2.213619773189624,2,0.20016
5.459622420325229,2.213619773189624,2,0.200063
6.259622420325226,2.213619773189624,3,0.299532
6.359622420325226,2.213619773189624,547,54.700255
6.459622420325226,2.213619773189624,1,0.099724
5.459622420325229,2.3136197731896235,1,0.099526
5.559622420325229,2.3136197731896235,5,0.500064
5.6596224203252286,2.3136197731896235,1,0.099855
6.059622420325227,2.3136197731896235,5,0.500348
6.159622420325227,2.3136197731896235,5,0.50019
6.259622420325226,2.3136197731896235,3,0.300069
5.6596224203252286,2.413619773189623,2,0.200004
5.759622420325228,2.413619773189623,4,0.400163
5.9596224203252275,2.413619773189623,49,4.899928
6.059622420325227,2.413619773189623,1177,117.69955
5.759622420325228,2.513619773189623,2,0.199932
5.859622420325228,2.513619773189623,87,8.700477
5.9596224203252275,2.513619773189623,3,0.2996
6.059622420325227,2.513619773189623,434,43.400365
6.059622420325227,2.6136197731896225,1,0.100248
6.159622420325227,2.6136197731896225,2,0.1998
6.159622420325227,2.713619773189622,1,0.099903
6.259622420325226,2.8136197731896218,2,0.200035
6.259622420325226,2.9136197731896214,2,0.200052
6.359622420325226,2.9136197731896214,1,0.100259
6.359622420325226,3.013619773189621,2,0.200035
6.359622420325226,3.1136197731896207,1,0.099733
6.459622420325226,3.1136197731896207,2,0.200072
6.459622420325226,3.2136197731896203,2,0.199919
6.559622420325225,3.2136197731896203,1,0.100248
6.559622420325225,3.31361977318962,2,0.199786
6.659622420325225,3.4136197731896196,3,0.299986
6.759622420325225,3.5136197731896193,2,0.199885
6.759622420325225,3.613619773189619,2,0.19997
6.859622420325224,3.613619773189619,1,0.10023
6.859622420325224,3.7136197731896186,3,0.299679
6.959622420325224,3.813619773189618,2,0.200099
6.959622420325224,3.913619773189618,2,0.200065
7.059622420325224,3.913619773189618,1,0.100103
7.059622420325224,4.0136197731896175,5,0.499878
7.159622420325223,4.113619773189617,463,70.999883
