frame,plan_index,point_index,stamp,x,y,yaw
map,0,0,1788742694.6635714,5.395255670081998,1.7602093297167674,0.0
map,0,1,1788742694.6635714,5.383802422841018,1.7965115153163058,0.0
map,0,2,1788742694.6635714,5.396761712584908,1.8178906049903478,0.0
map,0,3,1788742694.6635714,5.409801873912034,1.8392208665386622,0.0
map,0,4,1788742694.6635714,5.422234735425423,1.8609097096352887,0.0
map,0,5,1788742694.6635714,5.434858331804936,1.882488689449028,0.0
map,0,6,1788742694.6635714,5.448437128393994,1.9034802058751072,0.0
map,0,7,1788742694.6635714,5.461712275076184,1.9246639830462389,0.0
map,0,8,1788742694.6635714,5.475048456915534,1.9458096132441458,0.0
map,0,9,1788742694.6635714,5.488186274494115,1.9670788396353007,0.0
map,0,10,1788742694.6635714,5.501775752235677,1.988062726666735,0.0
map,0,11,1788742694.6635714,5.51537743700867,2.0090389843035243,0.0
map,0,12,1788742694.6635714,5.5288539997094865,2.03009611352355,0.0
map,0,13,1788742694.6635714,5.54238091641496,2.051121199286067,0.0
map,0,14,1788742694.6635714,5.556005489371888,2.0720821981335664,0.0
map,0,15,1788742694.6635714,5.569657528149538,2.093024886433918,0.0
map,0,16,1788742694.6635714,5.5832149624335905,2.114028609891429,0.0
map,0,17,1788742694.6635714,5.596964657462696,2.1349087371556923,0.0
map,0,18,1788742694.6635714,5.610720456007517,2.1557842867831685,0.0
map,0,19,1788742694.6635714,5.62441216763732,2.1767025610206563,0.0
map,0,20,1788742694.6635714,5.638128293329988,2.1976025247109963,0.0
map,0,21,1788742694.6635714,5.651885617753738,2.2184780743384724,0.0
map,0,22,1788742694.6635714,5.665659726845707,2.2393414169345167,0.0
map,0,23,1788742694.6635714,5.679444517090179,2.260197130135916,0.0
map,0,24,1788742694.6635714,5.693192686240355,2.281077257400179,0.0
map,0,25,1788742694.6635714,5.7070217269737675,2.3019039789019278,0.0
map,0,26,1788742694.6635714,5.720809568976097,2.322758166224398,0.0
map,0,27,1788742694.6635714,5.734614195646646,2.3436016723943656,0.0
map,0,28,1788742694.6635714,5.748437132864343,2.364431445653972,0.0
map,0,29,1788742694.6635714,5.762272277113471,2.3852535895189337,0.0
map,0,30,1788742694.6635714,5.7761165766361735,2.4060711557471084,0.0
map,0,31,1788742694.6635714,5.789934936217083,2.426905506643502,0.0
map,0,32,1788742694.6635714,5.803803649802649,2.4477047623245287,0.0
map,0,33,1788742694.6635714,5.817564025984257,2.468578786073076,0.0
map,0,34,1788742694.6635714,5.831394592596599,2.4894039816958955,0.0
map,0,35,1788742694.6635714,5.84525567678752,2.5102093408926383,0.0
map,0,36,1788742694.6635714,5.9075,2.537,0.9668000000000001
map,1,0,1788742695.6932802,5.445255670827056,1.8102093304618254,0.0
map,1,1,1788742695.6932802,5.434391412852666,1.8532024951649735,0.0
map,1,2,1788742695.6932802,5.447115717241491,1.8747234915794113,0.0
map,1,3,1788742695.6932802,5.4598827462403285,1.8962170221731274,0.0
map,1,4,1788742695.6932802,5.4720943553090144,1.9180309873419308,0.0
map,1,5,1788742695.6932802,5.484467707544173,1.939754925653924,0.0
map,1,6,1788742695.6932802,5.497422419651276,1.961137067085824,0.0
map,1,7,1788742695.6932802,5.510436641036609,1.9824810615444992,0.0
map,1,8,1788742695.6932802,5.523492061153025,2.0038021678192397,0.0
map,1,9,1788742695.6932802,5.536372005192607,2.0252285597400803,0.0
map,1,10,1788742695.6932802,5.549702083516241,2.046378767574774,0.0
map,1,11,1788742695.6932802,5.562862789278757,2.0676342610555682,0.0
map,1,12,1788742695.6932802,5.576072323167001,2.0888592369577825,0.0
map,1,13,1788742695.6932802,5.58931847814954,2.110061324676062,0.0
map,1,14,1788742695.6932802,5.602691281083185,2.131184066690034,0.0
map,1,15,1788742695.6932802,5.61607934280612,2.1522976534304323,0.0
map,1,16,1788742695.6932802,5.629383481187961,2.173463120054416,0.0
map,1,17,1788742695.6932802,5.642728818300885,2.194604172615536,0.0
map,1,18,1788742695.6932802,5.656135190570968,2.2157040264455734,0.0
map,1,19,1788742695.6932802,5.669565976903915,2.23679014736525,0.0
map,1,20,1788742695.6932802,5.68301354790508,2.2578655871324234,0.0
map,1,21,1788742695.6932802,5.6965221540634055,2.278901354047443,0.0
map,1,22,1788742695.6932802,5.7100399154953045,2.299932543325676,0.0
map,1,23,1788742695.6932802,5.723505797043618,2.3209957760614177,0.0
map,1,24,1788742695.6932802,5.736994566775866,2.3420452758867984,0.0
map,1,25,1788742695.6932802,5.7505108023288365,2.3630749392861023,0.0
map,1,26,1788742695.6932802,5.764045348428954,2.3840954474118323,0.0
map,1,27,1788742695.6932802,5.777589049802646,2.4051083261429174,0.0
map,1,28,1788742695.6932802,5.791105285355616,2.4261395154211503,0.0
map,1,29,1788742695.6932802,5.804687133702533,2.4471295059683005,0.0
map,1,30,1788742695.6932802,5.818143859977273,2.468198842219758,0.0
map,1,31,1788742695.6932802,5.8316829837141775,2.489214772708701,0.0
map,1,32,1788742695.6932802,5.84525567678752,2.5102093408926383,0.0
map,1,33,1788742695.6932802,5.9075,2.537,0.9668000000000001
map,2,0,1788742696.7230005,5.445255670827056,1.8102093304618254,0.0
map,2,1,1788742696.7230005,5.434391412852666,1.8532024951649735,0.0
map,2,2,1788742696.7230005,5.447115717241491,1.8747234915794113,0.0
map,2,3,1788742696.7230005,5.4598827462403285,1.8962170221731274,0.0
map,2,4,1788742696.7230005,5.4720943553090144,1.9180309873419308,0.0
map,2,5,1788742696.7230005,5.484467707544173,1.939754925653924,0.0
map,2,6,1788742696.7230005,5.497422419651276,1.961137067085824,0.0
map,2,7,1788742696.7230005,5.510436641036609,1.9824810615444992,0.0
map,2,8,1788742696.7230005,5.523492061153025,2.0038021678192397,0.0
map,2,9,1788742696.7230005,5.536372005192607,2.0252285597400803,0.0
map,2,10,1788742696.7230005,5.549702083516241,2.046378767574774,0.0
map,2,11,1788742696.7230005,5.562862789278757,2.0676342610555682,0.0
map,2,12,1788742696.7230005,5.576072323167001,2.0888592369577825,0.0
map,2,13,1788742696.7230005,5.58931847814954,2.110061324676062,0.0
map,2,14,1788742696.7230005,5.602691281083185,2.131184066690034,0.0
map,2,15,1788742696.7230005,5.61607934280612,2.1522976534304323,0.0
map,2,16,1788742696.7230005,5.629383481187961,2.173463120054416,0.0
map,2,17,1788742696.7230005,5.642728818300885,2.194604172615536,0.0
map,2,18,1788742696.7230005,5.656135190570968,2.2157040264455734,0.0
map,2,19,1788742696.7230005,5.669565976903915,2.23679014736525,0.0
map,2,20,1788742696.7230005,5.68301354790508,2.2578655871324234,0.0
map,2,21,1788742696.7230005,5.6965221540634055,2.278901354047443,0.0
map,2,22,1788742696.7230005,5.7100399154953045,2.299932543325676,0.0
map,2,23,1788742696.7230005,5.723505797043618,2.3209957760614177,0.0
map,2,24,1788742696.7230005,5.736994566775866,2.3420452758867984,0.0
map,2,25,1788742696.7230005,5.7505108023288365,2.3630749392861023,0.0
map,2,26,1788742696.7230005,5.764045348428954,2.3840954474118323,0.0
map,2,27,1788742696.7230005,5.777589049802646,2.4051083261429174,0.0
map,2,28,1788742696.7230005,5.791105285355616,2.4261395154211503,0.0
map,2,29,1788742696.7230005,5.804687133702533,2.4471295059683005,0.0
map,2,30,1788742696.7230005,5.818143859977273,2.468198842219758,0.0
map,2,31,1788742696.7230005,5.8316829837141775,2.489214772708701,0.0
map,2,32,1788742696.7230005,5.84525567678752,2.5102093408926383,0.0
map,2,33,1788742696.7230005,5.9075,2.537,0.9668000000000001
map,3,0,1788742697.7529907,5.445255670827056,1.8102093304618254,0.0
map,3,1,1788742697.7529907,5.434391412852666,1.8532024951649735,0.0
map,3,2,1788742697.7529907,5.447115717241491,1.8747234915794113,0.0
map,3,3,1788742697.7529907,5.4598827462403285,1.8962170221731274,0.0
map,3,4,1788742697.7529907,5.4720943553090144,1.9180309873419308,0.0
map,3,5,1788742697.7529907,5.484467707544173,1.939754925653924,0.0
map,3,6,1788742697.7529907,5.497422419651276,1.961137067085824,0.0
map,3,7,1788742697.7529907,5.510436641036609,1.9824810615444992,0.0
map,3,8,1788742697.7529907,5.523492061153025,2.0038021678192397,0.0
map,3,9,1788742697.7529907,5.536372005192607,2.0252285597400803,0.0
map,3,10,1788742697.7529907,5.549702083516241,2.046378767574774,0.0
map,3,11,1788742697.7529907,5.562862789278757,2.0676342610555682,0.0
map,3,12,1788742697.7529907,5.576072323167001,2.0888592369577825,0.0
map,3,13,1788742697.7529907,5.58931847814954,2.110061324676062,0.0
map,3,14,1788742697.7529907,5.602691281083185,2.131184066690034,0.0
map,3,15,1788742697.7529907,5.61607934280612,2.1522976534304323,0.0
map,3,16,1788742697.7529907,5.629383481187961,2.173463120054416,0.0
map,3,17,1788742697.7529907,5.642728818300885,2.194604172615536,0.0
map,3,18,1788742697.7529907,5.656135190570968,2.2157040264455734,0.0
map,3,19,1788742697.7529907,5.669565976903915,2.23679014736525,0.0
map,3,20,1788742697.7529907,5.68301354790508,2.2578655871324234,0.0
map,3,21,1788742697.7529907,5.6965221540634055,2.278901354047443,0.0
map,3,22,1788742697.7529907,5.7100399154953045,2.299932543325676,0.0
map,3,23,1788742697.7529907,5.723505797043618,2.3209957760614177,0.0
map,3,24,1788742697.7529907,5.736994566775866,2.3420452758867984,0.0
map,3,25,1788742697.7529907,5.7505108023288365,2.3630749392861023,0.0
map,3,26,1788742697.7529907,5.764045348428954,2.3840954474118323,0.0
map,3,27,1788742697.7529907,5.777589049802646,2.4051083261429174,0.0
map,3,28,1788742697.7529907,5.791105285355616,2.4261395154211503,0.0
map,3,29,1788742697.7529907,5.804687133702533,2.4471295059683005,0.0
map,3,30,1788742697.7529907,5.818143859977273,2.468198842219758,0.0
map,3,31,1788742697.7529907,5.8316829837141775,2.489214772708701,0.0
map,3,32,1788742697.7529907,5.84525567678752,2.5102093408926383,0.0
map,3,33,1788742697.7529907,5.9075,2.537,0.9668000000000001
map,4,0,1788742698.7731934,5.445255670827056,1.8102093304618254,0.0
map,4,1,1788742698.7731934,5.434391412852666,1.8532024951649735,0.0
map,4,2,1788742698.7731934,5.447115717241491,1.8747234915794113,0.0
map,4,3,1788742698.7731934,5.4598827462403285,1.8962170221731274,0.0
map,4,4,1788742698.7731934,5.4720943553090144,1.9180309873419308,0.0
map,4,5,1788742698.7731934,5.484467707544173,1.939754925653924,0.0
map,4,6,1788742698.7731934,5.497422419651276,1.961137067085824,0.0
map,4,7,1788742698.7731934,5.510436641036609,1.9824810615444992,0.0
map,4,8,1788742698.7731934,5.523492061153025,2.0038021678192397,0.0
map,4,9,1788742698.7731934,5.536372005192607,2.0252285597400803,0.0
map,4,10,1788742698.7731934,5.549702083516241,2.046378767574774,0.0
map,4,11,1788742698.7731934,5.562862789278757,2.0676342610555682,0.0
map,4,12,1788742698.7731934,5.576072323167001,2.0888592369577825,0.0
map,4,13,1788742698.7731934,5.58931847814954,2.110061324676062,0.0
map,4,14,1788742698.7731934,5.602691281083185,2.131184066690034,0.0
map,4,15,1788742698.7731934,5.61607934280612,2.1522976534304323,0.0
map,4,16,1788742698.7731934,5.629383481187961,2.173463120054416,0.0
map,4,17,1788742698.7731934,5.642728818300885,2.194604172615536,0.0
map,4,18,1788742698.7731934,5.656135190570968,2.2157040264455734,0.0
map,4,19,1788742698.7731934,5.669565976903915,2.23679014736525,0.0
map,4,20,1788742698.7731934,5.68301354790508,2.2578655871324234,0.0
map,4,21,1788742698.7731934,5.6965221540634055,2.278901354047443,0.0
map,4,22,1788742698.7731934,5.7100399154953045,2.299932543325676,0.0
map,4,23,1788742698.7731934,5.723505797043618,2.3209957760614177,0.0
map,4,24,1788742698.7731934,5.736994566775866,2.3420452758867984,0.0
map,4,25,1788742698.7731934,5.7505108023288365,2.3630749392861023,0.0
map,4,26,1788742698.7731934,5.764045348428954,2.3840954474118323,0.0
map,4,27,1788742698.7731934,5.777589049802646,2.4051083261429174,0.0
map,4,28,1788742698.7731934,5.791105285355616,2.4261395154211503,0.0
map,4,29,1788742698.7731934,5.804687133702533,2.4471295059683005,0.0
map,4,30,1788742698.7731934,5.818143859977273,2.468198842219758,0.0
map,4,31,1788742698.7731934,5.8316829837141775,2.489214772708701,0.0
map,4,32,1788742698.7731934,5.84525567678752,2.5102093408926383,0.0
map,4,33,1788742698.7731934,5.9075,2.537,0.9668000000000001
map,5,0,1788742699.8028731,5.445255670827056,1.8102093304618254,0.0
map,5,1,1788742699.8028731,5.434391412852666,1.8532024951649735,0.0
map,5,2,1788742699.8028731,5.447115717241491,1.8747234915794113,0.0
map,5,3,1788742699.8028731,5.4598827462403285,1.8962170221731274,0.0
map,5,4,1788742699.8028731,5.4720943553090144,1.9180309873419308,0.0
map,5,5,1788742699.8028731,5.484467707544173,1.939754925653924,0.0
map,5,6,1788742699.8028731,5.497422419651276,1.961137067085824,0.0
map,5,7,1788742699.8028731,5.510436641036609,1.9824810615444992,0.0
map,5,8,1788742699.8028731,5.523492061153025,2.0038021678192397,0.0
map,5,9,1788742699.8028731,5.536372005192607,2.0252285597400803,0.0
map,5,10,1788742699.8028731,5.549702083516241,2.046378767574774,0.0
map,5,11,1788742699.8028731,5.562862789278757,2.0676342610555682,0.0
map,5,12,1788742699.8028731,5.576072323167001,2.0888592369577825,0.0
map,5,13,1788742699.8028731,5.58931847814954,2.110061324676062,0.0
map,5,14,1788742699.8028731,5.602691281083185,2.131184066690034,0.0
