frame,points,stamp
map,"[{""x"":5.395255670081998,""y"":1.7602093297167674,""yaw"":0.0},{""x"":5.383802422841018,""y"":1.7965115153163058,""yaw"":0.0},{""x"":5.396761712584908,""y"":1.8178906049903478,""yaw"":0.0},{""x"":5.409801873912034,""y"":1.8392208665386622,""yaw"":0.0},{""x"":5.422234735425423,""y"":1.8609097096352887,""yaw"":0.0},{""x"":5.434858331804936,""y"":1.882488689449028,""yaw"":0.0},{""x"":5.448437128393994,""y"":1.9034802058751072,""yaw"":0.0},{""x"":5.461712275076184,""y"":1.9246639830462389,""yaw"":0.0},{""x"":5.475048456915534,""y"":1.9458096132441458,""yaw"":0.0},{""x"":5.488186274494115,""y"":1.9670788396353007,""yaw"":0.0},{""x"":5.501775752235677,""y"":1.988062726666735,""yaw"":0.0},{""x"":5.51537743700867,""y"":2.0090389843035243,""yaw"":0.0},{""x"":5.5288539997094865,""y"":2.03009611352355,""yaw"":0.0},{""x"":5.54238091641496,""y"":2.051121199286067,""yaw"":0.0},{""x"":5.556005489371888,""y"":2.0720821981335664,""yaw"":0.0},{""x"":5.569657528149538,""y"":2.093024886433918,""yaw"":0.0},{""x"":5.5832149624335905,""y"":2.114028609891429,""yaw"":0.0},{""x"":5.596964657462696,""y"":2.1349087371556923,""yaw"":0.0},{""x"":5.610720456007517,""y"":2.1557842867831685,""yaw"":0.0},{""x"":5.62441216763732,""y"":2.1767025610206563,""yaw"":0.0},{""x"":5.638128293329988,""y"":2.1976025247109963,""yaw"":0.0},{""x"":5.651885617753738,""y"":2.2184780743384724,""yaw"":0.0},{""x"":5.665659726845707,""y"":2.2393414169345167,""yaw"":0.0},{""x"":5.679444517090179,""y"":2.260197130135916,""yaw"":0.0},{""x"":5.693192686240355,""y"":2.281077257400179,""yaw"":0.0},{""x"":5.7070217269737675,""y"":2.3019039789019278,""yaw"":0.0},{""x"":5.720809568976097,""y"":2.322758166224398,""yaw"":0.0},{""x"":5.734614195646646,""y"":2.3436016723943656,""yaw"":0.0},{""x"":5.748437132864343,""y"":2.364431445653972,""yaw"":0.0},{""x"":5.762272277113471,""y"":2.3852535895189337,""yaw"":0.0},{""x"":5.7761165766361735,""y"":2.4060711557471084,""yaw"":0.0},{""x"":5.789934936217083,""y"":2.426905506643502,""yaw"":0.0},{""x"":5.803803649802649,""y"":2.4477047623245287,""yaw"":0.0},{""x"":5.817564025984257,""y"":2.468578786073076,""yaw"":0.0},{""x"":5.831394592596599,""y"":2.4894039816958955,""yaw"":0.0},{""x"":5.84525567678752,""y"":2.5102093408926383,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788742694.6635714
map,"[{""x"":5.445255670827056,""y"":1.8102093304618254,""yaw"":0.0},{""x"":5.434391412852666,""y"":1.8532024951649735,""yaw"":0.0},{""x"":5.447115717241491,""y"":1.8747234915794113,""yaw"":0.0},{""x"":5.4598827462403285,""y"":1.8962170221731274,""yaw"":0.0},{""x"":5.4720943553090144,""y"":1.9180309873419308,""yaw"":0.0},{""x"":5.484467707544173,""y"":1.939754925653924,""yaw"":0.0},{""x"":5.497422419651276,""y"":1.961137067085824,""yaw"":0.0},{""x"":5.510436641036609,""y"":1.9824810615444992,""yaw"":0.0},{""x"":5.523492061153025,""y"":2.0038021678192397,""yaw"":0.0},{""x"":5.536372005192607,""y"":2.0252285597400803,""yaw"":0.0},{""x"":5.549702083516241,""y"":2.046378767574774,""yaw"":0.0},{""x"":5.562862789278757,""y"":2.0676342610555682,""yaw"":0.0},{""x"":5.576072323167001,""y"":2.0888592369577825,""yaw"":0.0},{""x"":5.58931847814954,""y"":2.110061324676062,""yaw"":0.0},{""x"":5.602691281083185,""y"":2.131184066690034,""yaw"":0.0},{""x"":5.61607934280612,""y"":2.1522976534304323,""yaw"":0.0},{""x"":5.629383481187961,""y"":2.173463120054416,""yaw"":0.0},{""x"":5.642728818300885,""y"":2.194604172615536,""yaw"":0.0},{""x"":5.656135190570968,""y"":2.2157040264455734,""yaw"":0.0},{""x"":5.669565976903915,""y"":2.23679014736525,""yaw"":0.0},{""x"":5.68301354790508,""y"":2.2578655871324234,""yaw"":0.0},{""x"":5.6965221540634055,""y"":2.278901354047443,""yaw"":0.0},{""x"":5.7100399154953045,""y"":2.299932543325676,""yaw"":0.0},{""x"":5.723505797043618,""y"":2.3209957760614177,""yaw"":0.0},{""x"":5.736994566775866,""y"":2.3420452758867984,""yaw"":0.0},{""x"":5.7505108023288365,""y"":2.3630749392861023,""yaw"":0.0},{""x"":5.764045348428954,""y"":2.3840954474118323,""yaw"":0.0},{""x"":5.777589049802646,""y"":2.4051083261429174,""yaw"":0.0},{""x"":5.791105285355616,""y"":2.4261395154211503,""yaw"":0.0},{""x"":5.804687133702533,""y"":2.4471295059683005,""yaw"":0.0},{""x"":5.818143859977273,""y"":2.468198842219758,""yaw"":0.0},{""x"":5.8316829837141775,""y"":2.489214772708701,""yaw"":0.0},{""x"":5.84525567678752,""y"":2.5102093408926383,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788742695.6932802
map,"[{""x"":5.445255670827056,""y"":1.8102093304618254,""yaw"":0.0},{""x"":5.434391412852666,""y"":1.8532024951649735,""yaw"":0.0},{""x"":5.447115717241491,""y"":1.8747234915794113,""yaw"":0.0},{""x"":5.4598827462403285,""y"":1.8962170221731274,""yaw"":0.0},{""x"":5.4720943553090144,""y"":1.9180309873419308,""yaw"":0.0},{""x"":5.484467707544173,""y"":1.939754925653924,""yaw"":0.0},{""x"":5.497422419651276,""y"":1.961137067085824,""yaw"":0.0},{""x"":5.510436641036609,""y"":1.9824810615444992,""yaw"":0.0},{""x"":5.523492061153025,""y"":2.0038021678192397,""yaw"":0.0},{""x"":5.536372005192607,""y"":2.0252285597400803,""yaw"":0.0},{""x"":5.549702083516241,""y"":2.046378767574774,""yaw"":0.0},{""x"":5.562862789278757,""y"":2.0676342610555682,""yaw"":0.0},{""x"":5.576072323167001,""y"":2.0888592369577825,""yaw"":0.0},{""x"":5.58931847814954,""y"":2.110061324676062,""yaw"":0.0},{""x"":5.602691281083185,""y"":2.131184066690034,""yaw"":0.0},{""x"":5.61607934280612,""y"":2.1522976534304323,""yaw"":0.0},{""x"":5.629383481187961,""y"":2.173463120054416,""yaw"":0.0},{""x"":5.642728818300885,""y"":2.194604172615536,""yaw"":0.0},{""x"":5.656135190570968,""y"":2.2157040264455734,""yaw"":0.0},{""x"":5.669565976903915,""y"":2.23679014736525,""yaw"":0.0},{""x"":5.68301354790508,""y"":2.2578655871324234,""yaw"":0.0},{""x"":5.6965221540634055,""y"":2.278901354047443,""yaw"":0.0},{""x"":5.7100399154953045,""y"":2.299932543325676,""yaw"":0.0},{""x"":5.723505797043618,""y"":2.3209957760614177,""yaw"":0.0},{""x"":5.736994566775866,""y"":2.3420452758867984,""yaw"":0.0},{""x"":5.7505108023288365,""y"":2.3630749392861023,""yaw"":0.0},{""x"":5.764045348428954,""y"":2.3840954474118323,""yaw"":0.0},{""x"":5.777589049802646,""y"":2.4051083261429174,""yaw"":0.0},{""x"":5.791105285355616,""y"":2.4261395154211503,""yaw"":0.0},{""x"":5.804687133702533,""y"":2.4471295059683005,""yaw"":0.0},{""x"":5.818143859977273,""y"":2.468198842219758,""yaw"":0.0},{""x"":5.8316829837141775,""y"":2.489214772708701,""yaw"":0.0},{""x"":5.84525567678752,""y"":2.5102093408926383,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788742696.7230005
map,"[{""x"":5.445255670827056,""y"":1.8102093304618254,""yaw"":0.0},{""x"":5.434391412852666,""y"":1.8532024951649735,""yaw"":0.0},{""x"":5.447115717241491,""y"":1.8747234915794113,""yaw"":0.0},{""x"":5.4598827462403285,""y"":1.8962170221731274,""yaw"":0.0},{""x"":5.4720943553090144,""y"":1.9180309873419308,""yaw"":0.0},{""x"":5.484467707544173,""y"":1.939754925653924,""yaw"":0.0},{""x"":5.497422419651276,""y"":1.961137067085824,""yaw"":0.0},{""x"":5.510436641036609,""y"":1.9824810615444992,""yaw"":0.0},{""x"":5.523492061153025,""y"":2.0038021678192397,""yaw"":0.0},{""x"":5.536372005192607,""y"":2.0252285597400803,""yaw"":0.0},{""x"":5.549702083516241,""y"":2.046378767574774,""yaw"":0.0},{""x"":5.562862789278757,""y"":2.0676342610555682,""yaw"":0.0},{""x"":5.576072323167001,""y"":2.0888592369577825,""yaw"":0.0},{""x"":5.58931847814954,""y"":2.110061324676062,""yaw"":0.0},{""x"":5.602691281083185,""y"":2.131184066690034,""yaw"":0.0},{""x"":5.61607934280612,""y"":2.1522976534304323,""yaw"":0.0},{""x"":5.629383481187961,""y"":2.173463120054416,""yaw"":0.0},{""x"":5.642728818300885,""y"":2.194604172615536,""yaw"":0.0},{""x"":5.656135190570968,""y"":2.2157040264455734,""yaw"":0.0},{""x"":5.669565976903915,""y"":2.23679014736525,""yaw"":0.0},{""x"":5.68301354790508,""y"":2.2578655871324234,""yaw"":0.0},{""x"":5.6965221540634055,""y"":2.278901354047443,""yaw"":0.0},{""x"":5.7100399154953045,""y"":2.299932543325676,""yaw"":0.0},{""x"":5.723505797043618,""y"":2.3209957760614177,""yaw"":0.0},{""x"":5.736994566775866,""y"":2.3420452758867984,""yaw"":0.0},{""x"":5.7505108023288365,""y"":2.3630749392861023,""yaw"":0.0},{""x"":5.764045348428954,""y"":2.3840954474118323,""yaw"":0.0},{""x"":5.777589049802646,""y"":2.4051083261429174,""yaw"":0.0},{""x"":5.791105285355616,""y"":2.4261395154211503,""yaw"":0.0},{""x"":5.804687133702533,""y"":2.4471295059683005,""yaw"":0.0},{""x"":5.818143859977273,""y"":2.468198842219758,""yaw"":0.0},{""x"":5.8316829837141775,""y"":2.489214772708701,""yaw"":0.0},{""x"":5.84525567678752,""y"":2.5102093408926383,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788742697.7529907
map,"[{""x"":5.445255670827056,""y"":1.8102093304618254,""yaw"":0.0},{""x"":5.434391412852666,""y"":1.8532024951649735,""yaw"":0.0},{""x"":5.447115717241491,""y"":1.8747234915794113,""yaw"":0.0},{""x"":5.4598827462403285,""y"":1.8962170221731274,""yaw"":0.0},{""x"":5.4720943553090144,""y"":1.9180309873419308,""yaw"":0.0},{""x"":5.484467707544173,""y"":1.939754925653924,""yaw"":0.0},{""x"":5.497422419651276,""y"":1.961137067085824,""yaw"":0.0},{""x"":5.510436641036609,""y"":1.9824810615444992,""yaw"":0.0},{""x"":5.523492061153025,""y"":2.0038021678192397,""yaw"":0.0},{""x"":5.536372005192607,""y"":2.0252285597400803,""yaw"":0.0},{""x"":5.549702083516241,""y"":2.046378767574774,""yaw"":0.0},{""x"":5.562862789278757,""y"":2.0676342610555682,""yaw"":0.0},{""x"":5.576072323167001,""y"":2.0888592369577825,""yaw"":0.0},{""x"":5.58931847814954,""y"":2.110061324676062,""yaw"":0.0},{""x"":5.602691281083185,""y"":2.131184066690034,""yaw"":0.0},{""x"":5.61607934280612,""y"":2.1522976534304323,""yaw"":0.0},{""x"":5.629383481187961,""y"":2.173463120054416,""yaw"":0.0},{""x"":5.642728818300885,""y"":2.194604172615536,""yaw"":0.0},{""x"":5.656135190570968,""y"":2.2157040264455734,""yaw"":0.0},{""x"":5.669565976903915,""y"":2.23679014736525,""yaw"":0.0},{""x"":5.68301354790508,""y"":2.2578655871324234,""yaw"":0.0},{""x"":5.6965221540634055,""y"":2.278901354047443,""yaw"":0.0},{""x"":5.7100399154953045,""y"":2.299932543325676,""yaw"":0.0},{""x"":5.723505797043618,""y"":2.3209957760614177,""yaw"":0.0},{""x"":5.736994566775866,""y"":2.3420452758867984,""yaw"":0.0},{""x"":5.7505108023288365,""y"":2.3630749392861023,""yaw"":0.0},{""x"":5.764045348428954,""y"":2.3840954474118323,""yaw"":0.0},{""x"":5.777589049802646,""y"":2.4051083261429174,""yaw"":0.0},{""x"":5.791105285355616,""y"":2.4261395154211503,""yaw"":0.0},{""x"":5.804687133702533,""y"":2.4471295059683005,""yaw"":0.0},{""x"":5.818143859977273,""y"":2.468198842219758,""yaw"":0.0},{""x"":5.8316829837141775,""y"":2.489214772708701,""yaw"":0.0},{""x"":5.84525567678752,""y"":2.5102093408926383,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788742698.7731934
map,"[{""x"":5.445255670827056,""y"":1.8102093304618254,""yaw"":0.0},{""x"":5.434391412852666,""y"":1.8532024951649735,""yaw"":0.0},{""x"":5.447115717241491,""y"":1.8747234915794113,""yaw"":0.0},{""x"":5.4598827462403285,""y"":1.8962170221731274,""yaw"":0.0},{""x"":5.4720943553090144,""y"":1.9180309873419308,""yaw"":0.0},{""x"":5.484467707544173,""y"":1.939754925653924,""yaw"":0.0},{""x"":5.497422419651276,""y"":1.961137067085824,""yaw"":0.0},{""x"":5.510436641036609,""y"":1.9824810615444992,""yaw"":0.0},{""x"":5.523492061153025,""y"":2.0038021678192397,""yaw"":0.0},{""x"":5.536372005192607,""y"":2.0252285597400803,""yaw"":0.0},{""x"":5.549702083516241,""y"":2.046378767574774,""yaw"":0.0},{""x"":5.562862789278757,""y"":2.0676342610555682,""yaw"":0.0},{""x"":5.576072323167001,""y"":2.0888592369577825,""yaw"":0.0},{""x"":5.58931847814954,""y"":2.110061324676062,""yaw"":0.0},{""x"":5.602691281083185,""y"":2.131184066690034,""yaw"":0.0},{""x"":5.61607934280612,""y"":2.1522976534304323,""yaw"":0.0},{""x"":5.629383481187961,""y"":2.173463120054416,""yaw"":0.0},{""x"":5.642728818300885,""y"":2.194604172615536,""yaw"":0.0},{""x"":5.656135190570968,""y"":2.2157040264455734,""yaw"":0.0},{""x"":5.669565976903915,""y"":2.23679014736525,""yaw"":0.0},{""x"":5.68301354790508,""y"":2.2578655871324234,""yaw"":0.0},{""x"":5.6965221540634055,""y"":2.278901354047443,""yaw"":0.0},{""x"":5.7100399154953045,""y"":2.299932543325676,""yaw"":0.0},{""x"":5.723505797043618,""y"":2.3209957760614177,""yaw"":0.0},{""x"":5.736994566775866,""y"":2.3420452758867984,""yaw"":0.0},{""x"":5.7505108023288365,""y"":2.3630749392861023,""yaw"":0.0},{""x"":5.764045348428954,""y"":2.3840954474118323,""yaw"":0.0},{""x"":5.777589049802646,""y"":2.4051083261429174,""yaw"":0.0},{""x"":5.791105285355616,""y"":2.4261395154211503,""yaw"":0.0},{""x"":5.804687133702533,""y"":2.4471295059683005,""yaw"":0.0},{""x"":5.818143859977273,""y"":2.468198842219758,""yaw"":0.0},{""x"":5.8316829837141775,""y"":2.489214772708701,""yaw"":0.0},{""x"":5.84525567678752,""y"":2.5102093408926383,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788742699.8028731
map,"[{""x"":5.445255670827056,""y"":1.8102093304618254,""yaw"":0.0},{""x"":5.434391412852666,""y"":1.8532024951649735,""yaw"":0.0},{""x"":5.447115717241491,""y"":1.8747234915794113,""yaw"":0.0},{""x"":5.4598827462403285,""y"":1.8962170221731274,""yaw"":0.0},{""x"":5.4720943553090144,""y"":1.9180309873419308,""yaw"":0.0},{""x"":5.484467707544173,""y"":1.939754925653924,""yaw"":0.0},{""x"":5.497422419651276,""y"":1.961137067085824,""yaw"":0.0},{""x"":5.510436641036609,""y"":1.9824810615444992,""yaw"":0.0},{""x"":5.523492061153025,""y"":2.0038021678192397,""yaw"":0.0},{""x"":5.536372005192607,""y"":2.0252285597400803,""yaw"":0.0},{""x"":5.549702083516241,""y"":2.046378767574774,""yaw"":0.0},{""x"":5.562862789278757,""y"":2.0676342610555682,""yaw"":0.0},{""x"":5.576072323167001,""y"":2.0888592369577825,""yaw"":0.0},{""x"":5.58931847814954,""y"":2.110061324676062,""yaw"":0.0},{""x"":5.602691281083185,""y"":2.131184066690034,""yaw"":0.0},{""x"":5.61607934280612,""y"":2.1522976534304323,""yaw"":0.0},{""x"":5.629383481187961,""y"":2.173463120054416,""yaw"":0.0},{""x"":5.642728818300885,""y"":2.194604172615536,""yaw"":0.0},{""x"":5.656135190570968,""y"":2.2157040264455734,""yaw"":0.0},{""x"":5.669565976903915,""y"":2.23679014736525,""yaw"":0.0},{""x"":5.68301354790508,""y"":2.2578655871324234,""yaw"":0.0},{""x"":5.6965221540634055,""y"":2.278901354047443,""yaw"":0.0},{""x"":5.7100399154953045,""y"":2.299932543325676,""yaw"":0.0},{""x"":5.723505797043618,""y"":2.3209957760614177,""yaw"":0.0},{""x"":5.736994566775866,""y"":2.3420452758867984,""yaw"":0.0},{""x"":5.7505108023288365,""y"":2.3630749392861023,""yaw"":0.0},{""x"":5.764045348428954,""y"":2.3840954474118323,""yaw"":0.0},{""x"":5.777589049802646,""y"":2.4051083261429174,""yaw"":0.0},{""x"":5.791105285355616,""y"":2.4261395154211503,""yaw"":0.0},{""x"":5.804687133702533,""y"":2.4471295059683005,""yaw"":0.0},{""x"":5.818143859977273,""y"":2.468198842219758,""yaw"":0.0},{""x"":5.8316829837141775,""y"":2.489214772708701,""yaw"":0.0},{""x"":5.84525567678752,""y"":2.5102093408926383,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788742700.8340847
map,"[{""x"":5.545255672317172,""y"":2.1102093349321738,""yaw"":0.0},{""x"":5.549076473155356,""y"":2.138908065828568,""yaw"":0.0},{""x"":5.5650997277886525,""y"":2.1580990451184423,""yaw"":0.0},{""x"":5.5799526332834155,""y"":2.178208603523567,""yaw"":0.0},{""x"":5.596123898172824,""y"":2.197272934862335,""yaw"":0.0},{""x"":5.611445248498786,""y"":2.2170284893559344,""yaw"":0.0},{""x"":5.626887143260138,""y"":2.2366894393559367,""yaw"":0.0},{""x"":5.6424190648783,""y"":2.2562786730462765,""yaw"":0.0},{""x"":5.657961667648966,""y"":2.2758602773419714,""yaw"":0.0},{""x"":5.673574460850364,""y"":2.2953854241172937,""yaw"":0.0},{""x"":5.688984312154208,""y"":2.3150707881801598,""yaw"":0.0},{""x"":5.704616941781683,""y"":2.3345806761661922,""yaw"":0.0},{""x"":5.720295347777029,""y"":2.354053943057929,""yaw"":0.0},{""x"":5.735841002305552,""y"":2.373632495595766,""yaw"":0.0},{""x"":5.751520934179826,""y"":2.3931042366085737,""yaw"":0.0},{""x"":5.767084899255497,""y"":2.412667530357121,""yaw"":0.0},{""x"":5.782702270093683,""y"":2.432191151253514,""yaw"":0.0},{""x"":5.798394408999389,""y"":2.45165068523489,""yaw"":0.0},{""x"":5.813944641164699,""y"":2.471226186014869,""yaw"":0.0},{""x"":5.829580322550033,""y"":2.4907345481219725,""yaw"":0.0},{""x"":5.84525567678752,""y"":2.5102093408926383,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788742701.85402
map,"[{""x"":5.745255675297404,""y"":2.410209339402522,""yaw"":0.0},{""x"":5.7745449213393165,""y"":2.4394985854444347,""yaw"":0.0},{""x"":5.792222228731635,""y"":2.4571758928367533,""yaw"":0.0},{""x"":5.809901062002883,""y"":2.474854726108001,""yaw"":0.0},{""x"":5.8275783693952015,""y"":2.4925320335003196,""yaw"":0.0},{""x"":5.84525567678752,""y"":2.5102093408926383,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788742702.872499
map,"[{""x"":5.795255676042462,""y"":2.5102093408926383,""yaw"":0.0},{""x"":5.84525567678752,""y"":2.5102093408926383,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788742704.327025
