x_m,y_m,samples,dwell_s
2.5030459319372262,1.5148577372371328,1642,164.200049
2.603045931937226,1.5148577372371328,4,0.400144
4.603045931937228,1.5148577372371328,2,0.200058
4.703045931937228,1.5148577372371328,2,0.198914
4.803045931937228,1.5148577372371328,1,0.098069
4.903045931937228,1.5148577372371328,2,0.202506
5.003045931937228,1.5148577372371328,2,0.197534
5.1030459319372286,1.5148577372371328,2,0.203241
5.203045931937228,1.5148577372371328,1,0.096643
5.303045931937229,1.5148577372371328,1,0.098397
2.5030459319372262,1.6148577372371329,30,2.9999
2.603045931937226,1.6148577372371329,4,0.399441
2.7030459319372264,1.6148577372371329,4,0.400143
2.803045931937226,1.6148577372371329,3,0.299878
2.9030459319372266,1.6148577372371329,3,0.300103
3.0030459319372262,1.6148577372371329,2,0.200069
3.1030459319372268,1.6148577372371329,2,0.19988
3.2030459319372264,1.6148577372371329,2,0.20014
4.103045931937228,1.6148577372371329,1,0.09978
4.203045931937227,1.6148577372371329,1,0.100188
4.303045931937228,1.6148577372371329,3,0.295913
4.4030459319372275,1.6148577372371329,3,0.302051
4.503045931937228,1.6148577372371329,2,0.201629
5.303045931937229,1.6148577372371329,1,0.098904
5.403045931937228,1.6148577372371329,2,0.20511
5.503045931937229,1.6148577372371329,1,0.100895
2.603045931937226,1.714857737237133,9,0.90075
2.803045931937226,1.714857737237133,2,0.199986
2.9030459319372266,1.714857737237133,3,0.300033
3.303045931937227,1.714857737237133,3,0.299713
3.4030459319372266,1.714857737237133,2,0.200101
3.503045931937227,1.714857737237133,2,0.19996
3.6030459319372268,1.714857737237133,2,0.199941
3.7030459319372273,1.714857737237133,3,0.298393
3.803045931937227,1.714857737237133,3,0.301824
3.9030459319372275,1.714857737237133,3,0.300013
4.003045931937227,1.714857737237133,1,0.099763
4.103045931937228,1.714857737237133,1,0.100325
5.503045931937229,1.714857737237133,1,0.09925
2.603045931937226,1.814857737237133,3,0.299223
2.7030459319372264,1.814857737237133,3,0.300379
3.0030459319372262,1.814857737237133,3,0.300005
3.1030459319372268,1.814857737237133,2,0.199711
3.4030459319372266,1.814857737237133,2,0.200107
3.503045931937227,1.814857737237133,3,0.300108
3.6030459319372268,1.814857737237133,2,0.199819
3.803045931937227,1.814857737237133,2,0.199991
3.9030459319372275,1.814857737237133,2,0.199989
4.003045931937227,1.814857737237133,2,0.199945
4.103045931937228,1.814857737237133,2,0.200087
4.203045931937227,1.814857737237133,2,0.199957
5.703045931937229,1.814857737237133,1,0.096914
2.7030459319372264,1.9148577372371332,6,0.599895
2.9030459319372266,1.9148577372371332,11,1.100195
3.0030459319372262,1.9148577372371332,5,0.49976
3.1030459319372268,1.9148577372371332,4,0.40016
3.2030459319372264,1.9148577372371332,3,0.299959
3.303045931937227,1.9148577372371332,6,0.599904
3.4030459319372266,1.9148577372371332,4,0.400359
4.203045931937227,1.9148577372371332,1,0.099925
4.303045931937228,1.9148577372371332,2,0.199949
4.4030459319372275,1.9148577372371332,2,0.200172
4.503045931937228,1.9148577372371332,2,0.20005
4.603045931937228,1.9148577372371332,2,0.199723
5.703045931937229,1.9148577372371332,3,0.403805
2.7030459319372264,2.0148577372371332,1,0.100173
2.803045931937226,2.0148577372371332,7,0.699887
3.4030459319372266,2.0148577372371332,3,0.299408
3.503045931937227,2.0148577372371332,6,0.600385
4.603045931937228,2.0148577372371332,1,0.100414
4.703045931937228,2.0148577372371332,3,0.299774
4.803045931937228,2.0148577372371332,2,0.199879
4.903045931937228,2.0148577372371332,1,0.100108
5.803045931937229,2.0148577372371332,1,0.100045
2.803045931937226,2.1148577372371333,4,0.400172
2.9030459319372266,2.1148577372371333,2,0.199826
4.903045931937228,2.1148577372371333,1,0.099853
5.003045931937228,2.1148577372371333,2,0.200129
5.1030459319372286,2.1148577372371333,3,0.299996
5.903045931937229,2.1148577372371333,3,0.299948
2.9030459319372266,2.2148577372371334,12,1.200005
5.203045931937228,2.2148577372371334,2,0.200179
5.303045931937229,2.2148577372371334,3,0.299673
5.403045931937228,2.2148577372371334,2,0.200094
6.403045931937229,2.2148577372371334,57,5.700351
6.50304593193723,2.2148577372371334,375,37.499701
5.403045931937228,2.3148577372371335,1,0.100095
5.503045931937229,2.3148577372371335,4,0.399925
5.6030459319372286,2.3148577372371335,3,0.299905
5.903045931937229,2.3148577372371335,3,0.300039
6.003045931937229,2.3148577372371335,2,0.200115
6.103045931937229,2.3148577372371335,2,0.200191
6.203045931937229,2.3148577372371335,4,0.400006
6.30304593193723,2.3148577372371335,7,0.699834
6.403045931937229,2.3148577372371335,3,0.300128
5.703045931937229,2.4148577372371336,38,3.799858
5.803045931937229,2.4148577372371336,32,3.200421
5.903045931937229,2.4148577372371336,2,0.200054
6.003045931937229,2.4148577372371336,1569,156.900021
6.103045931937229,2.4148577372371336,4,0.399701
5.803045931937229,2.5148577372371337,3,0.299824
