x_m,y_m,samples,dwell_s
4.31,-4.493511103437738,164,54.30003
0.30999999999999933,0.10648889656224547,302,30.199974
2.6099999999999994,1.5064888965622405,186,18.600285
2.709999999999999,1.5064888965622405,3,0.300085
2.8099999999999996,1.5064888965622405,1,0.10003
2.4099999999999993,1.6064888965622401,1,0.100303
2.51,1.6064888965622401,763,76.299663
2.6099999999999994,1.6064888965622401,2,0.200047
2.709999999999999,1.6064888965622401,1,0.099719
2.8099999999999996,1.6064888965622401,2,0.200208
2.9099999999999993,1.6064888965622401,4,0.399508
3.01,1.6064888965622401,2,0.199932
3.1099999999999994,1.6064888965622401,2,0.200029
3.209999999999999,1.6064888965622401,1,0.100142
3.3099999999999996,1.6064888965622401,2,0.200283
3.4099999999999993,1.6064888965622401,2,0.199973
2.4099999999999993,1.7064888965622398,5,0.500149
2.9099999999999993,1.7064888965622398,2,0.199875
3.1099999999999994,1.7064888965622398,2,0.200397
3.209999999999999,1.7064888965622398,1,0.099823
3.3099999999999996,1.7064888965622398,1,0.100137
3.4099999999999993,1.7064888965622398,2,0.199348
3.51,1.7064888965622398,4,0.40009
3.6099999999999994,1.7064888965622398,2,0.199885
3.709999999999999,1.7064888965622398,2,0.200464
3.8099999999999996,1.7064888965622398,1,0.099991
3.6099999999999994,1.8064888965622394,1,0.100167
3.709999999999999,1.8064888965622394,1,0.09975
3.8099999999999996,1.8064888965622394,3,0.300115
3.9099999999999993,1.8064888965622394,2,0.199817
4.01,1.8064888965622394,4,0.400349
4.109999999999999,1.8064888965622394,3,0.299448
4.209999999999999,1.8064888965622394,1,0.10053
4.209999999999999,1.906488896562239,3,0.29963
4.31,1.906488896562239,4,0.400059
4.409999999999999,1.906488896562239,2,0.200086
4.51,1.906488896562239,3,0.299702
4.709999999999999,1.906488896562239,1,0.100166
4.81,1.906488896562239,3,0.299835
5.01,1.906488896562239,1,0.100103
4.51,2.0064888965622387,1,0.099993
4.609999999999999,2.0064888965622387,2,0.200257
4.709999999999999,2.0064888965622387,2,0.199642
4.81,2.0064888965622387,2,0.200004
5.109999999999999,2.0064888965622387,2,0.20004
5.209999999999999,2.0064888965622387,1,0.099992
5.31,2.0064888965622387,1,0.099903
5.41,2.0064888965622387,2,0.199842
5.51,2.0064888965622387,1,0.100225
5.609999999999999,2.0064888965622387,2,0.199867
4.91,2.1064888965622384,1,0.100176
5.01,2.1064888965622384,2,0.200308
5.109999999999999,2.1064888965622384,1,0.099921
5.709999999999999,2.1064888965622384,1,0.099903
5.81,2.1064888965622384,2,0.19972
5.91,2.1064888965622384,2,0.200578
6.01,2.1064888965622384,1,0.10006
6.109999999999999,2.1064888965622384,2,0.199871
6.209999999999999,2.1064888965622384,1,0.100094
5.109999999999999,2.206488896562238,2,0.199604
5.209999999999999,2.206488896562238,2,0.200399
5.31,2.206488896562238,2,0.199574
6.31,2.206488896562238,3,0.300024
6.41,2.206488896562238,1226,122.599854
5.41,2.3064888965622377,3,0.300151
5.51,2.3064888965622377,5,0.499925
5.609999999999999,2.3064888965622377,1,0.100106
6.109999999999999,2.3064888965622377,1,0.100281
6.209999999999999,2.3064888965622377,3,0.29926
6.31,2.3064888965622377,5,0.500291
6.41,2.3064888965622377,1,0.099858
5.609999999999999,2.4064888965622373,3,0.299979
5.709999999999999,2.4064888965622373,4,0.399886
6.01,2.4064888965622373,4,0.400081
6.109999999999999,2.4064888965622373,2,0.20034
5.81,2.506488896562237,72,7.200137
5.91,2.506488896562237,4,0.399874
