frame,plan_index,point_index,stamp,x,y,yaw
map,0,0,1788816140.2398694,5.8104540409927665,2.385013583171709,0.0
map,0,1,1788816140.2398694,5.835031372901966,2.426709750785218,0.0
map,0,2,1788816140.2398694,5.850502259362969,2.446347812601285,0.0
map,0,3,1788816140.2398694,5.8672304700614575,2.4649269144406354,0.0
map,0,4,1788816140.2398694,5.883864076266349,2.48358993962108,0.0
map,0,5,1788816140.2398694,5.89994073666216,2.5027366684220134,0.0
map,0,6,1788816140.2398694,5.9166277486295655,2.5213508654767303,0.0
map,0,7,1788816140.2398694,5.932782228850755,2.5404304556047883,0.0
map,0,8,1788816140.2398694,5.949045046475902,2.559418492997107,0.0
map,0,9,1788816140.2398694,5.9656756009229355,2.5780845699354096,0.0
map,0,10,1788816140.2398694,5.981947573821657,2.5970634520541545,0.0
map,0,11,1788816140.2398694,5.998297366545756,2.615976721378953,0.0
map,0,12,1788816140.2398694,6.014885196382778,2.63468094529048,0.0
map,0,13,1788816140.2398694,6.031221256196517,2.6536064216467103,0.0
map,0,14,1788816140.2398694,6.047612247651699,2.672481543998284,0.0
map,0,15,1788816140.2398694,6.063913212250071,2.691437537933094,0.0
map,0,16,1788816140.2398694,6.080273686126674,2.7103401261053897,0.0
map,0,17,1788816140.2398694,6.096676884613288,2.7292060931833895,0.0
map,0,18,1788816140.2398694,6.113000737395595,2.7481407248131937,0.0
map,0,19,1788816140.2398694,6.129374944182558,2.7670326318329863,0.0
map,0,20,1788816140.2398694,6.145677434659859,2.7859855740099384,0.0
map,0,21,1788816140.2398694,6.162013494473598,2.8049095244872397,0.0
map,0,22,1788816140.2398694,6.1783892271394905,2.8237999056281033,0.0
map,0,23,1788816140.2398694,6.194824469083613,2.8426399327643104,0.0
map,0,24,1788816140.2398694,6.211204779386293,2.861524210389458,0.0
map,0,25,1788816140.2398694,6.227586615567901,2.8804100138935347,0.0
map,0,26,1788816140.2398694,6.244275153414236,2.8990242109482516,0.0
map,0,27,1788816140.2398694,6.260710395358359,2.9178627122055296,0.0
map,0,28,1788816140.2398694,6.27772089365871,2.936182414626952,0.0
map,0,29,1788816140.2398694,6.2943453445900275,2.9548545950809704,0.0
map,0,30,1788816140.2398694,6.3106524127041155,2.9738044855000645,0.0
map,0,31,1788816140.2398694,6.327186836778623,2.9925544857794613,0.0
map,0,32,1788816140.2398694,6.343362679304818,3.0116172912393004,0.0
map,0,33,1788816140.2398694,6.359237923682002,3.0309288149645646,0.0
map,0,34,1788816140.2398694,6.375302377046381,3.050084699039072,0.0
map,0,35,1788816140.2398694,6.391026559409596,3.069521344836513,0.0
map,0,36,1788816140.2398694,6.40718866902543,3.088594831448855,0.0
map,0,37,1788816140.2398694,6.422673288396794,3.1082222121124197,0.0
map,0,38,1788816140.2398694,6.437889353076656,3.1280571123103265,0.0
map,0,39,1788816140.2398694,6.453225962191908,3.147798933893565,0.0
