frame,points,stamp
map,"[{""x"":6.045256472221736,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.995256471476678,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.970256471104149,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.94525647073162,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788733332.4033105
map,"[{""x"":6.045256472221736,""y"":2.510210148758981,""yaw"":0.0},{""x"":6.089506961162369,""y"":2.474930302041864,""yaw"":0.0},{""x"":6.108592654806143,""y"":2.4587819253363907,""yaw"":0.0},{""x"":6.127405216121629,""y"":2.442317691692617,""yaw"":0.0},{""x"":6.146526004980769,""y"":2.4262120395971554,""yaw"":0.0},{""x"":6.165303471080888,""y"":2.409708133101228,""yaw"":0.0},{""x"":6.1839466598352555,""y"":2.393050112833473,""yaw"":0.0},{""x"":6.2027943163661075,""y"":2.376627077920782,""yaw"":0.0},{""x"":6.221461919183339,""y"":2.3599980493526775,""yaw"":0.0},{""x"":6.240048650417334,""y"":2.343278993927763,""yaw"":0.0},{""x"":6.258775762512796,""y"":2.326717104032534,""yaw"":0.0},{""x"":6.277393011325371,""y"":2.310031617944057,""yaw"":0.0},{""x"":6.296150640999413,""y"":2.293503297385266,""yaw"":0.0},{""x"":6.314822821453431,""y"":2.2768803723328777,""yaw"":0.0},{""x"":6.333424811476716,""y"":2.260176575697253,""yaw"":0.0},{""x"":6.352127509509314,""y"":2.2435887458602313,""yaw"":0.0},{""x"":6.370770698263682,""y"":2.226932251471405,""yaw"":0.0},{""x"":6.389365058892322,""y"":2.2102223513200645,""yaw"":0.0},{""x"":6.408035713467411,""y"":2.193596374509818,""yaw"":0.0},{""x"":6.42666211755356,""y"":2.176921569573844,""yaw"":0.0},{""x"":6.4452564781822,""y"":2.1602101435435745,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788733335.4164412
map,"[{""x"":5.995256471476678,""y"":2.510210148758981,""yaw"":0.0},{""x"":6.034383058973772,""y"":2.4864506879557187,""yaw"":0.0},{""x"":6.056177187716498,""y"":2.474202457792737,""yaw"":0.0},{""x"":6.075812197774708,""y"":2.458728519573876,""yaw"":0.0},{""x"":6.095781375318365,""y"":2.4436879309708477,""yaw"":0.0},{""x"":6.115477420533734,""y"":2.428290286698436,""yaw"":0.0},{""x"":6.1349094886943885,""y"":2.4125630525773634,""yaw"":0.0},{""x"":6.154520084689734,""y"":2.3970555450220647,""yaw"":0.0},{""x"":6.1739948774604,""y"":2.3813801907845775,""yaw"":0.0},{""x"":6.193349125795676,""y"":2.3655553004120495,""yaw"":0.0},{""x"":6.212804082140265,""y"":2.3498555321116985,""yaw"":0.0},{""x"":6.232182744538404,""y"":2.3340611593177503,""yaw"":0.0},{""x"":6.251646856156567,""y"":2.318372072169902,""yaw"":0.0},{""x"":6.2710300961914935,""y"":2.30258380289167,""yaw"":0.0},{""x"":6.290369085737479,""y"":2.286739076093065,""yaw"":0.0},{""x"":6.309769110440625,""y"":2.2709721691198386,""yaw"":0.0},{""x"":6.329114203502327,""y"":2.2551350717158787,""yaw"":0.0},{""x"":6.348526435236904,""y"":2.239383423531942,""yaw"":0.0},{""x"":6.367891364724683,""y"":2.223572266069775,""yaw"":0.0},{""x"":6.387218147239237,""y"":2.2077122804818803,""yaw"":0.0},{""x"":6.406592232000589,""y"":2.191913330051145,""yaw"":0.0},{""x"":6.425937325062291,""y"":2.176077758526114,""yaw"":0.0},{""x"":6.4452564781822,""y"":2.1602101435435745,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788733336.447296
map,"[{""x"":5.995256471476678,""y"":2.510210148758981,""yaw"":0.0},{""x"":6.034383058973772,""y"":2.4864506879557187,""yaw"":0.0},{""x"":6.056177187716498,""y"":2.474202457792737,""yaw"":0.0},{""x"":6.075812197774708,""y"":2.458728519573876,""yaw"":0.0},{""x"":6.095781375318365,""y"":2.4436879309708477,""yaw"":0.0},{""x"":6.115477420533734,""y"":2.428290286698436,""yaw"":0.0},{""x"":6.1349094886943885,""y"":2.4125630525773634,""yaw"":0.0},{""x"":6.154520084689734,""y"":2.3970555450220647,""yaw"":0.0},{""x"":6.1739948774604,""y"":2.3813801907845775,""yaw"":0.0},{""x"":6.193349125795676,""y"":2.3655553004120495,""yaw"":0.0},{""x"":6.212804082140265,""y"":2.3498555321116985,""yaw"":0.0},{""x"":6.232182744538404,""y"":2.3340611593177503,""yaw"":0.0},{""x"":6.251646856156567,""y"":2.318372072169902,""yaw"":0.0},{""x"":6.2710300961914935,""y"":2.30258380289167,""yaw"":0.0},{""x"":6.290369085737479,""y"":2.286739076093065,""yaw"":0.0},{""x"":6.309769110440625,""y"":2.2709721691198386,""yaw"":0.0},{""x"":6.329114203502327,""y"":2.2551350717158787,""yaw"":0.0},{""x"":6.348526435236904,""y"":2.239383423531942,""yaw"":0.0},{""x"":6.367891364724683,""y"":2.223572266069775,""yaw"":0.0},{""x"":6.387218147239237,""y"":2.2077122804818803,""yaw"":0.0},{""x"":6.406592232000589,""y"":2.191913330051145,""yaw"":0.0},{""x"":6.425937325062291,""y"":2.176077758526114,""yaw"":0.0},{""x"":6.4452564781822,""y"":2.1602101435435745,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788733337.467447
map,"[{""x"":5.995256471476678,""y"":2.510210148758981,""yaw"":0.0},{""x"":6.034383058973772,""y"":2.4864506879557187,""yaw"":0.0},{""x"":6.056177187716498,""y"":2.474202457792737,""yaw"":0.0},{""x"":6.075812197774708,""y"":2.458728519573876,""yaw"":0.0},{""x"":6.095781375318365,""y"":2.4436879309708477,""yaw"":0.0},{""x"":6.115477420533734,""y"":2.428290286698436,""yaw"":0.0},{""x"":6.1349094886943885,""y"":2.4125630525773634,""yaw"":0.0},{""x"":6.154520084689734,""y"":2.3970555450220647,""yaw"":0.0},{""x"":6.1739948774604,""y"":2.3813801907845775,""yaw"":0.0},{""x"":6.193349125795676,""y"":2.3655553004120495,""yaw"":0.0},{""x"":6.212804082140265,""y"":2.3498555321116985,""yaw"":0.0},{""x"":6.232182744538404,""y"":2.3340611593177503,""yaw"":0.0},{""x"":6.251646856156567,""y"":2.318372072169902,""yaw"":0.0},{""x"":6.2710300961914935,""y"":2.30258380289167,""yaw"":0.0},{""x"":6.290369085737479,""y"":2.286739076093065,""yaw"":0.0},{""x"":6.309769110440625,""y"":2.2709721691198386,""yaw"":0.0},{""x"":6.329114203502327,""y"":2.2551350717158787,""yaw"":0.0},{""x"":6.348526435236904,""y"":2.239383423531942,""yaw"":0.0},{""x"":6.367891364724683,""y"":2.223572266069775,""yaw"":0.0},{""x"":6.387218147239237,""y"":2.2077122804818803,""yaw"":0.0},{""x"":6.406592232000589,""y"":2.191913330051145,""yaw"":0.0},{""x"":6.425937325062291,""y"":2.176077758526114,""yaw"":0.0},{""x"":6.4452564781822,""y"":2.1602101435435745,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788733338.4881408
map,"[{""x"":5.995256471476678,""y"":2.510210148758981,""yaw"":0.0},{""x"":6.034383058973772,""y"":2.4864506879557187,""yaw"":0.0},{""x"":6.056177187716498,""y"":2.474202457792737,""yaw"":0.0},{""x"":6.075812197774708,""y"":2.458728519573876,""yaw"":0.0},{""x"":6.095781375318365,""y"":2.4436879309708477,""yaw"":0.0},{""x"":6.115477420533734,""y"":2.428290286698436,""yaw"":0.0},{""x"":6.1349094886943885,""y"":2.4125630525773634,""yaw"":0.0},{""x"":6.154520084689734,""y"":2.3970555450220647,""yaw"":0.0},{""x"":6.1739948774604,""y"":2.3813801907845775,""yaw"":0.0},{""x"":6.193349125795676,""y"":2.3655553004120495,""yaw"":0.0},{""x"":6.212804082140265,""y"":2.3498555321116985,""yaw"":0.0},{""x"":6.232182744538404,""y"":2.3340611593177503,""yaw"":0.0},{""x"":6.251646856156567,""y"":2.318372072169902,""yaw"":0.0},{""x"":6.2710300961914935,""y"":2.30258380289167,""yaw"":0.0},{""x"":6.290369085737479,""y"":2.286739076093065,""yaw"":0.0},{""x"":6.309769110440625,""y"":2.2709721691198386,""yaw"":0.0},{""x"":6.329114203502327,""y"":2.2551350717158787,""yaw"":0.0},{""x"":6.348526435236904,""y"":2.239383423531942,""yaw"":0.0},{""x"":6.367891364724683,""y"":2.223572266069775,""yaw"":0.0},{""x"":6.387218147239237,""y"":2.2077122804818803,""yaw"":0.0},{""x"":6.406592232000589,""y"":2.191913330051145,""yaw"":0.0},{""x"":6.425937325062291,""y"":2.176077758526114,""yaw"":0.0},{""x"":6.4452564781822,""y"":2.1602101435435745,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788733339.5188441
map,"[{""x"":6.045256472221736,""y"":2.460210148013923,""yaw"":0.0},{""x"":6.089798404037806,""y"":2.435686221867238,""yaw"":0.0},{""x"":6.111549808170521,""y"":2.423361697757807,""yaw"":0.0},{""x"":6.131325199090197,""y"":2.4080662873736376,""yaw"":0.0},{""x"":6.151396610522097,""y"":2.393161501995289,""yaw"":0.0},{""x"":6.171214726051785,""y"":2.377921023252563,""yaw"":0.0},{""x"":6.190788700952835,""y"":2.362370791087253,""yaw"":0.0},{""x"":6.2105183155046415,""y"":2.347015871424853,""yaw"":0.0},{""x"":6.230125859742129,""y"":2.3315083638695544,""yaw"":0.0},{""x"":6.249828008473214,""y"":2.316118348991788,""yaw"":0.0},{""x"":6.269421819800341,""y"":2.3005910050104124,""yaw"":0.0},{""x"":6.288950018333521,""y"":2.2849812635668716,""yaw"":0.0},{""x"":6.308548407297435,""y"":2.269461548980141,""yaw"":0.0},{""x"":6.328073554072757,""y"":2.2538472298998133,""yaw"":0.0},{""x"":6.347682624189174,""y"":2.2383412482234437,""yaw"":0.0},{""x"":6.367227607390573,""y"":2.22275134320598,""yaw"":0.0},{""x"":6.386719184829458,""y"":2.2070973512734984,""yaw"":0.0},{""x"":6.406271797425502,""y"":2.1915181274085374,""yaw"":0.0},{""x"":6.425781685411534,""y"":2.1758854977810618,""yaw"":0.0},{""x"":6.4452564781822,""y"":2.1602101435435745,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788733340.5473933
map,"[{""x"":6.295256475947026,""y"":2.2602101450336907,""yaw"":0.0},{""x"":6.321632819113502,""y"":2.2440404060232115,""yaw"":0.0},{""x"":6.344514899532596,""y"":2.233972656849753,""yaw"":0.0},{""x"":6.3659702831530875,""y"":2.221140015056969,""yaw"":0.0},{""x"":6.385774665772415,""y"":2.2058827516460244,""yaw"":0.0},{""x"":6.405844551325385,""y"":2.190976440388747,""yaw"":0.0},{""x"":6.42566724449186,""y"":2.175743591040666,""yaw"":0.0},{""x"":6.4452564781822,""y"":2.1602101435435745,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788733341.5777023
map,"[{""x"":6.4452564781822,""y"":2.2102101442886326,""yaw"":0.0},{""x"":6.4452564781822,""y"":2.1602101435435745,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788733342.6078832
map,"[{""x"":6.4452564781822,""y"":2.2102101442886326,""yaw"":0.0},{""x"":6.4452564781822,""y"":2.1602101435435745,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788733343.6377108
