frame,points,stamp
map,"[{""x"":5.845266387901468,""y"":2.560197411215375,""yaw"":0.0},{""x"":5.895266388646526,""y"":2.560197411215375,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788808972.0434642
map,"[{""x"":5.845266387901468,""y"":2.560197411215375,""yaw"":0.0},{""x"":5.895266388646526,""y"":2.560197411215375,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788808972.977087
map,"[{""x"":5.845266387901468,""y"":2.560197411215375,""yaw"":0.0},{""x"":5.883196686318236,""y"":2.5984740841490233,""yaw"":0.0},{""x"":5.900860260800194,""y"":2.616166650330632,""yaw"":0.0},{""x"":5.9185207835242934,""y"":2.6338607423911693,""yaw"":0.0},{""x"":5.936179780369464,""y"":2.651556360330636,""yaw"":0.0},{""x"":5.953843354851422,""y"":2.6692489265122443,""yaw"":0.0},{""x"":5.971503877575522,""y"":2.686943018572782,""yaw"":0.0},{""x"":5.989164400299622,""y"":2.7046386365122483,""yaw"":0.0},{""x"":6.00682644890265,""y"":2.722331202693857,""yaw"":0.0},{""x"":6.024488497505679,""y"":2.7400252947543944,""yaw"":0.0},{""x"":6.042149020229779,""y"":2.757720912693861,""yaw"":0.0},{""x"":6.059811068832808,""y"":2.7754134788754694,""yaw"":0.0},{""x"":6.0774715915569075,""y"":2.793107570936007,""yaw"":0.0},{""x"":6.095179416527806,""y"":2.810754360749746,""yaw"":0.0},{""x"":6.112957431929438,""y"":2.8283324860116803,""yaw"":0.0},{""x"":6.130669834537123,""y"":2.8459746981886322,""yaw"":0.0},{""x"":6.149975254746671,""y"":2.8618590978393907,""yaw"":0.0},{""x"":6.168645909321761,""y"":2.878485074649637,""yaw"":0.0},{""x"":6.186755040450983,""y"":2.8957198771525494,""yaw"":0.0},{""x"":6.206367162325257,""y"":2.911222807071061,""yaw"":0.0},{""x"":6.225054601568566,""y"":2.9278289474552306,""yaw"":0.0},{""x"":6.242901281522002,""y"":2.9453368822864316,""yaw"":0.0},{""x"":6.26106229253481,""y"":2.9625182790268294,""yaw"":0.0},{""x"":6.2784649417199105,""y"":2.980467192868508,""yaw"":0.0},{""x"":6.295202307691973,""y"":2.999037139434284,""yaw"":0.0},{""x"":6.311982398274047,""y"":3.0175689390268357,""yaw"":0.0},{""x"":6.328226905352047,""y"":3.0365722352084443,""yaw"":0.0},{""x"":6.344016700509208,""y"":3.055953949364442,""yaw"":0.0},{""x"":6.359617286679175,""y"":3.075489777292267,""yaw"":0.0},{""x"":6.375005775678012,""y"":3.095191926023352,""yaw"":0.0},{""x"":6.390716225130866,""y"":3.114639252973296,""yaw"":0.0},{""x"":6.406135231708284,""y"":3.134316987641517,""yaw"":0.0},{""x"":6.421303994141347,""y"":3.1541900348126486,""yaw"":0.0},{""x"":6.436529214094783,""y"":3.1740188314948394,""yaw"":0.0},{""x"":6.451241738728079,""y"":3.194232149667135,""yaw"":0.0},{""x"":6.465833718925985,""y"":3.214530917059454,""yaw"":0.0},{""x"":6.480334146388152,""y"":3.2348968231246484,""yaw"":0.0},{""x"":6.49475827990387,""y"":3.2553161349523574,""yaw"":0.0},{""x"":6.5084499915336735,""y"":3.276232883310916,""yaw"":0.0},{""x"":6.522376688518541,""y"":3.2969939920187183,""yaw"":0.0},{""x"":6.53687406422285,""y"":3.3173614239628417,""yaw"":0.0},{""x"":6.5504910077851335,""y"":3.338328526326057,""yaw"":0.0},{""x"":6.5643841354335635,""y"":3.359112523217794,""yaw"":0.0},{""x"":6.57843290273275,""y"":3.379791234463431,""yaw"":0.0},{""x"":6.592596110951611,""y"":3.4003921258836893,""yaw"":0.0},{""x"":6.606718120439389,""y"":3.4210220090035985,""yaw"":0.0},{""x"":6.620949993210054,""y"":3.4415755981770584,""yaw"":0.0},{""x"":6.6351605036757135,""y"":3.462144446139808,""yaw"":0.0},{""x"":6.649303875468497,""y"":3.4827590704704274,""yaw"":0.0},{""x"":6.663586102243819,""y"":3.5032775644285206,""yaw"":0.0},{""x"":6.67803617570133,""y"":3.5236785657090817,""yaw"":0.0},{""x"":6.692472516248479,""y"":3.5440887222632167,""yaw"":0.0},{""x"":6.707070599962101,""y"":3.5643844378976777,""yaw"":0.0},{""x"":6.721600019123919,""y"":3.5847289816578662,""yaw"":0.0},{""x"":6.736066877249648,""y"":3.6051177759069954,""yaw"":0.0},{""x"":6.750527631859661,""y"":3.6255111477929116,""yaw"":0.0},{""x"":6.764962446527882,""y"":3.6459228302259756,""yaw"":0.0},{""x"":6.779395735317173,""y"":3.6663345126590396,""yaw"":0.0},{""x"":6.793771040707163,""y"":3.6867889197021153,""yaw"":0.0},{""x"":6.808085310939994,""y"":3.7072845254762736,""yaw"":0.0},{""x"":6.822369063594245,""y"":3.7278030194343668,""yaw"":0.0},{""x"":6.83666044564314,""y"":3.748315409876744,""yaw"":0.0},{""x"":6.8508892666559476,""y"":3.7688705249291328,""yaw"":0.0},{""x"":6.865157760520908,""y"":3.789399700039729,""yaw"":0.0},{""x"":6.879453720206591,""y"":3.809907512845319,""yaw"":0.0},{""x"":6.893734421102984,""y"":3.83042905856127,""yaw"":0.0},{""x"":6.9080227513940216,""y"":3.8509429748825763,""yaw"":0.0},{""x"":6.922298874653627,""y"":3.8714660464774564,""yaw"":0.0},{""x"":6.936605515491813,""y"":3.8919677557673307,""yaw"":0.0},{""x"":6.950870957598916,""y"":3.9124969308779267,""yaw"":0.0},{""x"":6.965180650194959,""y"":3.932997114288872,""yaw"":0.0},{""x"":6.979520860369583,""y"":3.9534759353948115,""yaw"":0.0},{""x"":6.993836656481342,""y"":3.973970015290041,""yaw"":0.0},{""x"":7.008196703082042,""y"":3.9944351034856194,""yaw"":0.0},{""x"":7.02253080974095,""y"":4.014918502228346,""yaw"":0.0},{""x"":7.036893908099508,""y"":4.035380538666066,""yaw"":0.0},{""x"":7.0512905757945035,""y"":4.055818161040923,""yaw"":0.0},{""x"":7.065668932942351,""y"":4.076269516326141,""yaw"":0.0},{""x"":7.080071704153063,""y"":4.09670408694314,""yaw"":0.0},{""x"":7.094448535421982,""y"":4.117156968107286,""yaw"":0.0},{""x"":7.108849780753765,""y"":4.137591538724285,""yaw"":0.0},{""x"":7.1232739142694825,""y"":4.158010850551994,""yaw"":0.0},{""x"":7.137685840753768,""y"":4.178439317653277,""yaw"":0.0},{""x"":7.152076404933048,""y"":4.198881517664921,""yaw"":0.0},{""x"":7.1664028821973105,""y"":4.219369494044434,""yaw"":0.0},{""x"":7.180814808681596,""y"":4.239797961145717,""yaw"":0.0},{""x"":7.1952664080180355,""y"":4.260197436547349,""yaw"":0.0},{""x"":7.2519,""y"":4.2985,""yaw"":0.9814000000000003}]",1788808979.376819
map,"[{""x"":5.945266389391584,""y"":2.6601974127054913,""yaw"":0.0},{""x"":5.970920991824649,""y"":2.686921656267776,""yaw"":0.0},{""x"":5.988529634665163,""y"":2.704667628211899,""yaw"":0.0},{""x"":6.006155062173896,""y"":2.7223968154878033,""yaw"":0.0},{""x"":6.023775912045842,""y"":2.7401321062794235,""yaw"":0.0},{""x"":6.041390658402072,""y"":2.7578719747078306,""yaw"":0.0},{""x"":6.059014560031876,""y"":2.775602687862664,""yaw"":0.0},{""x"":6.0766354099038224,""y"":2.793337978654284,""yaw"":0.0},{""x"":6.094009067389273,""y"":2.811314358316684,""yaw"":0.0},{""x"":6.111683323023733,""y"":2.828994717466861,""yaw"":0.0},{""x"":6.12931790580604,""y"":2.84671627534812,""yaw"":0.0},{""x"":6.148421909996962,""y"":2.8628417638696586,""yaw"":0.0},{""x"":6.166956761347372,""y"":2.8796188026938747,""yaw"":0.0},{""x"":6.184986546772286,""y"":2.8969360026589523,""yaw"":0.0},{""x"":6.204490331242603,""y"":2.912577787560002,""yaw"":0.0},{""x"":6.223109105934107,""y"":2.9292602218906207,""yaw"":0.0},{""x"":6.240922216551105,""y"":2.9468017260582595,""yaw"":0.0},{""x"":6.259078649927126,""y"":2.9639877004354442,""yaw"":0.0},{""x"":6.27649198026473,""y"":2.9819244072456907,""yaw"":0.0},{""x"":6.293250708541798,""y"":3.000476043264319,""yaw"":0.0},{""x"":6.310041480276375,""y"":3.018998687583297,""yaw"":0.0},{""x"":6.326310401417238,""y"":3.0379806214598997,""yaw"":0.0},{""x"":6.3421291882740505,""y"":3.0573394474319624,""yaw"":0.0},{""x"":6.357752662627952,""y"":3.07685696481264,""yaw"":0.0},{""x"":6.3731747209632275,""y"":3.096533173601932,""yaw"":0.0},{""x"":6.38891721387359,""y"":3.115954560610083,""yaw"":0.0},{""x"":6.40437741918209,""y"":3.1356002518207955,""yaw"":0.0},{""x"":6.419590432104094,""y"":3.1554382037765603,""yaw"":0.0},{""x"":6.434847695515039,""y"":3.1752425863958873,""yaw"":0.0},{""x"":6.449622781184424,""y"":3.1954101282003133,""yaw"":0.0},{""x"":6.464254434234483,""y"":3.2156799038929815,""yaw"":0.0},{""x"":6.478791482790946,""y"":3.236019870016383,""yaw"":0.0},{""x"":6.493244608006314,""y"":3.2564193454180153,""yaw"":0.0},{""x"":6.506965311335769,""y"":3.2773162573504973,""yaw"":0.0},{""x"":6.5209026894731394,""y"":3.2980712625425834,""yaw"":0.0},{""x"":6.5353954875406615,""y"":3.318441746244565,""yaw"":0.0},{""x"":6.549001749950442,""y"":3.339414952123496,""yaw"":0.0},{""x"":6.562887248204227,""y"":3.36020352665202,""yaw"":0.0},{""x"":6.576903972045905,""y"":3.3809051260815917,""yaw"":0.0},{""x"":6.591022929775825,""y"":3.40153653508043,""yaw"":0.0},{""x"":6.605100688774662,""y"":3.422196935778919,""yaw"":0.0},{""x"":6.619277629903884,""y"":3.4427871460466744,""yaw"":0.0},{""x"":6.633431682849171,""y"":3.4633956668615777,""yaw"":0.0},{""x"":6.647514019484795,""y"":3.4840514899232797,""yaw"":0.0},{""x"":6.661727581708313,""y"":3.5046172861281715,""yaw"":0.0},{""x"":6.6761089906140185,""y"":3.52506711553446,""yaw"":0.0},{""x"":6.690469037214719,""y"":3.5455322037300387,""yaw"":0.0},{""x"":6.704597150218213,""y"":3.566155983334232,""yaw"":0.0},{""x"":6.718803083047085,""y"":3.5867278830548397,""yaw"":0.0},{""x"":6.733063947517401,""y"":3.6072616358022227,""yaw"":0.0},{""x"":6.747008955049417,""y"":3.628010537478593,""yaw"":0.0},{""x"":6.761121809263621,""y"":3.648646524114218,""yaw"":0.0},{""x"":6.775391829007511,""y"":3.669174173345885,""yaw"":0.0},{""x"":6.789693892208909,""y"":3.6896789343936174,""yaw"":0.0},{""x"":6.803847945154196,""y"":3.710285929329592,""yaw"":0.0},{""x"":6.818099654350938,""y"":3.7308257855926907,""yaw"":0.0},{""x"":6.832427657494129,""y"":3.751313761972204,""yaw"":0.0},{""x"":6.846647323233363,""y"":3.771874980540309,""yaw"":0.0},{""x"":6.860972274618696,""y"":3.7923644827987513,""yaw"":0.0},{""x"":6.875314010672248,""y"":3.8128417780257617,""yaw"":0.0},{""x"":6.88971678188296,""y"":3.8332763486427606,""yaw"":0.0},{""x"":6.904188217645476,""y"":3.853662091134032,""yaw"":0.0},{""x"":6.9186337134662,""y"":3.874066144172451,""yaw"":0.0},{""x"":6.933121933896935,""y"":3.894438153753361,""yaw"":0.0},{""x"":6.947585740264806,""y"":3.9148299997603484,""yaw"":0.0},{""x"":6.962096848879476,""y"":3.935186750551969,""yaw"":0.0},{""x"":6.9766430527095125,""y"":3.9555206131596545,""yaw"":0.0},{""x"":6.991154161324182,""y"":3.975877363951275,""yaw"":0.0},{""x"":7.005712572185651,""y"":3.9962020712853867,""yaw"":0.0},{""x"":7.0202404654685395,""y"":4.016546615045575,""yaw"":0.0},{""x"":7.034803453966795,""y"":4.0368667447429,""yaw"":0.0},{""x"":7.049389330648985,""y"":4.057171615650935,""yaw"":0.0},{""x"":7.0639630002997436,""y"":4.077484115953615,""yaw"":0.0},{""x"":7.078565661650153,""y"":4.097776779830218,""yaw"":0.0},{""x"":7.09314085717984,""y"":4.118087754253969,""yaw"":0.0},{""x"":7.107725207983101,""y"":4.138392625162004,""yaw"":0.0},{""x"":7.122344654001729,""y"":4.158673082007175,""yaw"":0.0},{""x"":7.136956470625712,""y"":4.178958116489133,""yaw"":0.0},{""x"":7.151495045061104,""y"":4.199296556733605,""yaw"":0.0},{""x"":7.165992420765413,""y"":4.2196624627988,""yaw"":0.0},{""x"":7.180601185631538,""y"":4.239950549038616,""yaw"":0.0},{""x"":7.1952664080180355,""y"":4.260197436547349,""yaw"":0.0},{""x"":7.2519,""y"":4.2985,""yaw"":0.9814000000000003}]",1788808980.4052384
map,"[{""x"":6.3452663953520485,""y"":3.0601974186659557,""yaw"":0.0},{""x"":6.346192603861944,""y"":3.0853698433574603,""yaw"":0.0},{""x"":6.362266212499897,""y"":3.104518098037323,""yaw"":0.0},{""x"":6.377361732744369,""y"":3.124446076849898,""yaw"":0.0},{""x"":6.392519814024929,""y"":3.1443267534156742,""yaw"":0.0},{""x"":6.408392006644256,""y"":3.1636413288987963,""yaw"":0.0},{""x"":6.424039895061021,""y"":3.183139009853397,""yaw"":0.0},{""x"":6.4394878933380895,""y"":3.202795382216612,""yaw"":0.0},{""x"":6.45485654591085,""y"":3.222512789736987,""yaw"":0.0},{""x"":6.4701580598107356,""y"":3.2422836030198763,""yaw"":0.0},{""x"":6.485892923326453,""y"":3.2617095676648145,""yaw"":0.0},{""x"":6.501340921603521,""y"":3.2813659400280297,""yaw"":0.0},{""x"":6.516627176714117,""y"":3.301148960342351,""yaw"":0.0},{""x"":6.532030924502244,""y"":3.320840427920933,""yaw"":0.0},{""x"":6.547207316329953,""y"":3.3407058456974195,""yaw"":0.0},{""x"":6.562125834618662,""y"":3.3607665759768164,""yaw"":0.0},{""x"":6.576929911987698,""y"":3.3809112295973076,""yaw"":0.0},{""x"":6.591639384863136,""y"":3.4011275995274612,""yaw"":0.0},{""x"":6.606457195142532,""y"":3.4212615719954496,""yaw"":0.0},{""x"":6.621165142139041,""y"":3.441477941925603,""yaw"":0.0},{""x"":6.635699138937646,""y"":3.461819433927934,""yaw"":0.0},{""x"":6.650304852045913,""y"":3.482109046046679,""yaw"":0.0},{""x"":6.664860211149524,""y"":3.5024352792597195,""yaw"":0.0},{""x"":6.679472027773507,""y"":3.5227203137416776,""yaw"":0.0},{""x"":6.693960248204242,""y"":3.543093849201517,""yaw"":0.0},{""x"":6.708538495491787,""y"":3.563403297746339,""yaw"":0.0},{""x"":6.722994672465013,""y"":3.583799721390113,""yaw"":0.0},{""x"":6.73734556379214,""y"":3.6042709131014075,""yaw"":0.0},{""x"":6.75116239749412,""y"":3.625105263997801,""yaw"":0.0},{""x"":6.765119612057568,""y"":3.6458465362795263,""yaw"":0.0},{""x"":6.7792706132449965,""y"":3.6664565829733586,""yaw"":0.0},{""x"":6.793424666190283,""y"":3.687063577909333,""yaw"":0.0},{""x"":6.807330000870145,""y"":3.707839945406425,""yaw"":0.0},{""x"":6.821358931743255,""y"":3.7285323895624227,""yaw"":0.0},{""x"":6.835479415352104,""y"":3.749162272682332,""yaw"":0.0},{""x"":6.849470199251989,""y"":3.7698806567801224,""yaw"":0.0},{""x"":6.863586105224051,""y"":3.7905151175368186,""yaw"":0.0},{""x"":6.877747787563983,""y"":3.811117534836006,""yaw"":0.0},{""x"":6.891978134455719,""y"":3.831671124009466,""yaw"":0.0},{""x"":6.906191696679237,""y"":3.8522384460932866,""yaw"":0.0},{""x"":6.920437302360263,""y"":3.8727828799931725,""yaw"":0.0},{""x"":6.934753098472022,""y"":3.893276959888402,""yaw"":0.0},{""x"":6.949049058157705,""y"":3.913786298572921,""yaw"":0.0},{""x"":6.963412156516263,""y"":3.9342483350106416,""yaw"":0.0},{""x"":6.977824083000549,""y"":3.9546768021119245,""yaw"":0.0},{""x"":6.992211595421971,""y"":3.9751220538814263,""yaw"":0.0},{""x"":7.00666319475841,""y"":3.9955215292830584,""yaw"":0.0},{""x"":7.0210842765162695,""y"":4.015943892868625,""yaw"":0.0},{""x"":7.035543505247354,""y"":4.0363372647545415,""yaw"":0.0},{""x"":7.050051562104166,""y"":4.05669706730402,""yaw"":0.0},{""x"":7.064535204898114,""y"":4.077073654521717,""yaw"":0.0},{""x"":7.079047839391713,""y"":4.097430405313338,""yaw"":0.0},{""x"":7.093529956306732,""y"":4.117808518409964,""yaw"":0.0},{""x"":7.1080578495896205,""y"":4.1381530621701526,""yaw"":0.0},{""x"":7.122605579298586,""y"":4.158485398898909,""yaw"":0.0},{""x"":7.137131946702546,""y"":4.178831468538027,""yaw"":0.0},{""x"":7.151690357564014,""y"":4.1991561758721385,""yaw"":0.0},{""x"":7.1661572156897435,""y"":4.219544970121268,""yaw"":0.0},{""x"":7.180695790125135,""y"":4.239881884486811,""yaw"":0.0},{""x"":7.1952664080180355,""y"":4.260197436547349,""yaw"":0.0},{""x"":7.2519,""y"":4.2985,""yaw"":0.9814000000000003}]",1788808981.4234262
map,"[{""x"":6.645266399822397,""y"":3.410197423881362,""yaw"":0.0},{""x"":6.6450680355616285,""y"":3.455371069574033,""yaw"":0.0},{""x"":6.658518658320652,""y"":3.4764449834622777,""yaw"":0.0},{""x"":6.672069989088989,""y"":3.497453284556576,""yaw"":0.0},{""x"":6.685129986842192,""y"":3.5187713390734583,""yaw"":0.0},{""x"":6.6991818058992365,""y"":3.539448524440166,""yaw"":0.0},{""x"":6.712871991650111,""y"":3.560366798677654,""yaw"":0.0},{""x"":6.726659833652441,""y"":3.5812209860001243,""yaw"":0.0},{""x"":6.740527021359078,""y"":3.60202176756008,""yaw"":0.0},{""x"":6.754571211021478,""y"":3.622705056442504,""yaw"":0.0},{""x"":6.768647444141386,""y"":3.643365457140993,""yaw"":0.0},{""x"":6.7826443315569875,""y"":3.6640792636019963,""yaw"":0.0},{""x"":6.796728194071541,""y"":3.6847350866636983,""yaw"":0.0},{""x"":6.810850203559319,""y"":3.7053649697836075,""yaw"":0.0},{""x"":6.824906600253151,""y"":3.7260391033924574,""yaw"":0.0},{""x"":6.839001143920207,""y"":3.7466872970595144,""yaw"":0.0},{""x"":6.8530712735243995,""y"":3.7673522753947903,""yaw"":0.0},{""x"":6.867193283012178,""y"":3.7879806326357706,""yaw"":0.0},{""x"":6.88135343947318,""y"":3.808583049934958,""yaw"":0.0},{""x"":6.895480026597745,""y"":3.8292098812970092,""yaw"":0.0},{""x"":6.909658493605896,""y"":3.8498000915647648,""yaw"":0.0},{""x"":6.923814072430112,""y"":3.870407086500739,""yaw"":0.0},{""x"":6.938007798227552,""y"":3.890986615615992,""yaw"":0.0},{""x"":6.952169480567484,""y"":3.9115890329151792,""yaw"":0.0},{""x"":6.966379991033143,""y"":3.932157880877929,""yaw"":0.0},{""x"":6.9806240708352405,""y"":3.952702314777815,""yaw"":0.0},{""x"":6.994843736574474,""y"":3.9732650592248486,""yaw"":0.0},{""x"":7.009115282197293,""y"":3.9937911825775867,""yaw"":0.0},{""x"":7.02335936199939,""y"":4.014337142356402,""yaw"":0.0},{""x"":7.0376354852589955,""y"":4.034860213951282,""yaw"":0.0},{""x"":7.051957384886471,""y"":4.055349716209724,""yaw"":0.0},{""x"":7.066256396330012,""y"":4.075857529015314,""yaw"":0.0},{""x"":7.080579821836416,""y"":4.096347031273757,""yaw"":0.0},{""x"":7.09487425564317,""y"":4.116857895837205,""yaw"":0.0},{""x"":7.109214465817793,""y"":4.137335191064215,""yaw"":0.0},{""x"":7.123569934781706,""y"":4.157803331017652,""yaw"":0.0},{""x"":7.137904041440613,""y"":4.178285203881449,""yaw"":0.0},{""x"":7.1522717174359585,""y"":4.198744188561312,""yaw"":0.0},{""x"":7.166546314816635,""y"":4.219268786035121,""yaw"":0.0},{""x"":7.1808911026280455,""y"":4.2397430295042735,""yaw"":0.0},{""x"":7.1952664080180355,""y"":4.260197436547349,""yaw"":0.0},{""x"":7.2519,""y"":4.2985,""yaw"":0.9814000000000003}]",1788808982.4537125
map,"[{""x"":6.895266403547687,""y"":3.7601974290967686,""yaw"":0.0},{""x"":6.891392196946988,""y"":3.8018493462213367,""yaw"":0.0},{""x"":6.90471006823919,""y"":3.8230071834506756,""yaw"":0.0},{""x"":6.918127121661776,""y"":3.844100933764997,""yaw"":0.0},{""x"":6.931010117459216,""y"":3.8655257998069086,""yaw"":0.0},{""x"":6.944108262185644,""y"":3.8868209661398563,""yaw"":0.0},{""x"":6.95800749334979,""y"":3.9076003853948063,""yaw"":0.0},{""x"":6.971636643943505,""y"":3.9285583324844477,""yaw"":0.0},{""x"":6.9853390367258115,""y"":3.9494689773272906,""yaw"":0.0},{""x"":6.9992275867374545,""y"":3.9702560259768855,""yaw"":0.0},{""x"":7.013155809601251,""y"":3.9910171346846877,""yaw"":0.0},{""x"":7.026916185782859,""y"":4.011889632554306,""yaw"":0.0},{""x"":7.04074827827413,""y"":4.0327133022981965,""yaw"":0.0},{""x"":7.054813830241535,""y"":4.053382858270259,""yaw"":0.0},{""x"":7.068767993047125,""y"":4.074125656430914,""yaw"":0.0},{""x"":7.08275877694701,""y"":4.094844040528704,""yaw"":0.0},{""x"":7.09680296660941,""y"":4.115525803532199,""yaw"":0.0},{""x"":7.110871570334673,""y"":4.136192307746404,""yaw"":0.0},{""x"":7.124955432849227,""y"":4.156846604929177,""yaw"":0.0},{""x"":7.1389797860855495,""y"":4.1775436267219614,""yaw"":0.0},{""x"":7.1531170543626175,""y"":4.198161302810439,""yaw"":0.0},{""x"":7.167088001836426,""y"":4.21889341981859,""yaw"":0.0},{""x"":7.181156605561689,""y"":4.239559924032795,""yaw"":0.0},{""x"":7.1952664080180355,""y"":4.260197436547349,""yaw"":0.0},{""x"":7.2519,""y"":4.2985,""yaw"":0.9814000000000003}]",1788808983.483474
map,"[{""x"":7.095266406527919,""y"":4.060197433567117,""yaw"":0.0},{""x"":7.086596362453413,""y"":4.092315659143372,""yaw"":0.0},{""x"":7.099944751324195,""y"":4.113453659946634,""yaw"":0.0},{""x"":7.113418262267153,""y"":4.134512315045589,""yaw"":0.0},{""x"":7.126975696551206,""y"":4.155517564382029,""yaw"":0.0},{""x"":7.140122669403361,""y"":4.176780687257468,""yaw"":0.0},{""x"":7.154160755550045,""y"":4.1974685537766785,""yaw"":0.0},{""x"":7.167666309950512,""y"":4.218505846570627,""yaw"":0.0},{""x"":7.181406849706043,""y"":4.239390551471677,""yaw"":0.0},{""x"":7.1952664080180355,""y"":4.260197436547349,""yaw"":0.0},{""x"":7.2519,""y"":4.2985,""yaw"":0.9814000000000003}]",1788808984.5150023
map,"[{""x"":7.1952664080180355,""y"":4.210197435802291,""yaw"":0.0},{""x"":7.1452664072729775,""y"":4.210197435802291,""yaw"":0.0},{""x"":7.120266406900448,""y"":4.210197435802291,""yaw"":0.0},{""x"":7.095266406527919,""y"":4.210197435802291,""yaw"":0.0},{""x"":7.07026640615539,""y"":4.210197435802291,""yaw"":0.0},{""x"":7.045266405782861,""y"":4.210197435802291,""yaw"":0.0},{""x"":7.020266405410332,""y"":4.210197435802291,""yaw"":0.0},{""x"":6.995266405037803,""y"":4.210197435802291,""yaw"":0.0},{""x"":6.970266404665274,""y"":4.210197435802291,""yaw"":0.0},{""x"":6.945266404292745,""y"":4.210197435802291,""yaw"":0.0},{""x"":6.895266403547687,""y"":4.160197435057233,""yaw"":0.0},{""x"":6.8889,""y"":4.1384,""yaw"":3.0424}]",1788808987.1293995
map,"[{""x"":7.1952664080180355,""y"":4.210197435802291,""yaw"":0.0},{""x"":7.1452664072729775,""y"":4.210197435802291,""yaw"":0.0},{""x"":7.120266406900448,""y"":4.210197435802291,""yaw"":0.0},{""x"":7.095266406527919,""y"":4.210197435802291,""yaw"":0.0},{""x"":7.07026640615539,""y"":4.210197435802291,""yaw"":0.0},{""x"":7.045266405782861,""y"":4.210197435802291,""yaw"":0.0},{""x"":7.020266405410332,""y"":4.210197435802291,""yaw"":0.0},{""x"":6.995266405037803,""y"":4.210197435802291,""yaw"":0.0},{""x"":6.970266404665274,""y"":4.210197435802291,""yaw"":0.0},{""x"":6.945266404292745,""y"":4.210197435802291,""yaw"":0.0},{""x"":6.895266403547687,""y"":4.160197435057233,""yaw"":0.0},{""x"":6.8889,""y"":4.1384,""yaw"":3.0424}]",1788808988.1599746
