x_m,y_m,samples,dwell_s
5.849212192506847,-5.920772497095947,192,19.199991
5.849212192506847,-5.820772497095947,203,20.299983
4.349212192506826,-3.920772497095954,186,54.000233
-12.95078780749342,-3.0207724970959573,1,0.099851
-17.650787807493487,-1.3207724970959633,1,0.100346
0.24921219250676785,-0.22077249709596725,222,22.199521
0.24921219250676785,0.279227502904031,222,22.200065
3.0492121925068076,1.379227502904027,230,23.00006
3.149212192506809,1.379227502904027,15,1.499752
3.2492121925068105,1.379227502904027,1,0.100085
3.2492121925068105,1.4792275029040267,3,0.300043
3.349212192506812,1.4792275029040267,1,0.100004
3.4492121925068133,1.4792275029040267,3,0.300033
3.649212192506816,1.5792275029040264,3,0.299753
3.7492121925068176,1.5792275029040264,3,0.300238
3.849212192506819,1.5792275029040264,2,0.199987
3.9492121925068204,1.5792275029040264,1,0.099863
4.049212192506822,1.679227502904026,3,0.300062
4.149212192506823,1.679227502904026,1,0.099877
4.249212192506825,1.679227502904026,2,0.20008
4.349212192506826,1.7792275029040256,2,0.200095
4.4492121925068275,1.7792275029040256,2,0.199886
4.549212192506829,1.7792275029040256,2,0.20002
4.549212192506829,1.8792275029040253,1,0.100244
4.64921219250683,1.8792275029040253,3,0.29984
4.749212192506832,1.8792275029040253,2,0.199878
4.849212192506833,1.979227502904025,3,0.300404
4.949212192506835,1.979227502904025,1,0.099617
5.049212192506836,1.979227502904025,1,0.100055
5.049212192506836,2.0792275029040246,3,0.299948
5.1492121925068375,2.0792275029040246,1,0.100074
5.249212192506839,2.0792275029040246,2,0.199921
5.249212192506839,2.1792275029040242,1,0.099969
5.34921219250684,2.1792275029040242,4,0.400087
5.449212192506842,2.279227502904024,2,0.200006
5.549212192506843,2.279227502904024,3,0.299874
5.649212192506845,2.279227502904024,1,0.100036
5.649212192506845,2.3792275029040235,2,0.200045
5.749212192506846,2.3792275029040235,3,0.299906
5.749212192506846,2.479227502904023,1,0.100288
5.849212192506847,2.479227502904023,120,12.00014
5.849212192506847,2.579227502904023,2,0.199759
5.949212192506849,2.579227502904023,2,0.200008
5.949212192506849,2.6792275029040225,1,0.100134
6.04921219250685,2.6792275029040225,1,0.099902
6.04921219250685,2.779227502904022,1,0.099984
6.149212192506852,2.779227502904022,2,0.200219
6.149212192506852,2.8792275029040217,3,0.299698
6.249212192506853,2.9792275029040214,2,0.200609
6.3492121925068545,2.9792275029040214,1,0.099408
6.3492121925068545,3.079227502904021,3,0.300264
6.449212192506856,3.1792275029040207,3,0.299676
6.449212192506856,3.2792275029040203,3,0.29995
6.549212192506857,3.2792275029040203,2,0.200119
6.549212192506857,3.37922750290402,1,0.10017
6.649212192506859,3.37922750290402,1,0.099892
6.649212192506859,3.4792275029040196,2,0.200043
6.649212192506859,3.5792275029040193,1,0.099927
6.74921219250686,3.5792275029040193,2,0.200032
6.74921219250686,3.679227502904019,2,0.199974
6.849212192506862,3.679227502904019,1,0.099881
6.849212192506862,3.7792275029040185,3,0.300064
6.949212192506863,3.879227502904018,4,0.400013
6.949212192506863,3.979227502904018,1,0.10006
7.0492121925068645,3.979227502904018,3,0.299902
7.0492121925068645,4.0792275029040175,6,0.599927
7.149212192506866,4.0792275029040175,16,1.60007
6.949212192506863,4.179227502904017,247,24.700066
7.0492121925068645,4.179227502904017,5,0.499881
7.149212192506866,4.179227502904017,44,4.400035
7.149212192506866,4.279227502904017,2,0.200019
7.249212192506867,4.279227502904017,117,41.100047
