x_m,y_m,samples,dwell_s
6.330640623576779,2.1918255703479224,4,0.399903
6.430640623576779,2.1918255703479224,536,53.599895
6.13064062357678,2.291825570347923,3,0.300094
6.23064062357678,2.291825570347923,2,0.199965
6.330640623576779,2.291825570347923,2,0.200072
6.430640623576779,2.291825570347923,10,1.000235
6.530640623576779,2.291825570347923,55,5.499865
6.03064062357678,2.3918255703479225,17,1.699926
6.13064062357678,2.3918255703479225,1,0.099907
6.03064062357678,2.491825570347923,684,68.400107
