x_m,y_m,samples,dwell_s
5.885075992356238,2.5790780700026312,715,71.499749
5.985075992356237,2.6790780700026318,2,0.200028
6.085075992356237,2.7790780700026314,3,0.300043
6.185075992356237,2.879078070002632,3,0.300071
6.285075992356236,2.9790780700026316,3,0.300054
6.285075992356236,3.079078070002632,1,0.099899
6.385075992356236,3.079078070002632,3,0.300068
6.385075992356236,3.1790780700026318,1,0.099948
6.4850759923562356,3.1790780700026318,2,0.199945
6.4850759923562356,3.2790780700026323,2,0.200022
6.585075992356235,3.2790780700026323,1,0.100012
6.585075992356235,3.379078070002632,3,0.299959
6.685075992356235,3.4790780700026325,3,0.30002
6.7850759923562345,3.579078070002632,2,0.20007
6.7850759923562345,3.6790780700026326,2,0.200014
6.885075992356234,3.6790780700026326,1,0.099941
6.885075992356234,3.7790780700026323,3,0.300083
6.885075992356234,3.879078070002633,1,0.099984
6.985075992356234,3.879078070002633,2,0.199932
6.985075992356234,3.979078070002633,4,0.399937
7.085075992356233,3.979078070002633,1,0.100107
7.085075992356233,4.079078070002633,4,0.399981
6.885075992356234,4.179078070002633,475,47.50004
6.985075992356234,4.179078070002633,68,6.799988
7.085075992356233,4.179078070002633,2,0.199921
7.185075992356233,4.179078070002633,74,7.400023
7.085075992356233,4.279078070002633,5,0.499996
7.185075992356233,4.279078070002633,683,68.300199
