stamp,vx,vy,vz,wx,wy,wz
1788744394.2426856,-0.032813262194395065,0.0,0.0,0.0,0.0,0.07656832039356232
1788744394.3419118,-0.07869444787502289,0.0,0.0,0.0,0.0,0.05016489326953888
1788744394.4429212,-0.1057090312242508,0.0,0.0,0.0,0.0,0.015236582607030869
1788744394.5410874,-0.11841025948524475,0.0,0.0,0.0,0.0,-0.03072485513985157
1788744394.9847603,-0.12035346031188965,0.0,0.0,0.0,0.0,-0.06291252374649048
1788744394.986022,-0.12216849625110626,0.0,0.0,0.0,0.0,-0.09215395897626877
1788744395.0878816,-0.11587528884410858,0.0,0.0,0.0,0.0,-0.09863535314798355
1788744395.1928349,-0.10863522440195084,0.0,0.0,0.0,0.0,-0.09228020161390305
1788744395.3484542,-0.11533856391906738,0.0,0.0,0.0,0.0,-0.057283949106931686
1788744395.4470906,-0.12467827647924423,0.0,0.0,0.0,0.0,-0.03230966627597809
1788744395.5493574,-0.13206584751605988,0.0,0.0,0.0,0.0,0.0024895938113331795
1788744395.6492937,-0.13617753982543945,0.0,0.0,0.0,0.0,0.04081985354423523
1788744396.0603092,-0.13087016344070435,0.0,0.0,0.0,0.0,0.09086506068706512
1788744396.0609915,-0.10261132568120956,0.0,0.0,0.0,0.0,0.2643989622592926
1788744396.1475525,-0.09404352307319641,0.0,0.0,0.0,0.0,0.28411373496055603
1788744396.2485719,-0.08965028822422028,0.0,0.0,0.0,0.0,0.28474920988082886
1788744396.3487325,-0.0872526690363884,0.0,0.0,0.0,0.0,0.27557075023651123
1788744396.447393,-0.08680658787488937,0.0,0.0,0.0,0.0,0.29206031560897827
1788744396.5473754,-0.08754195272922516,0.0,0.0,0.0,0.0,0.29952308535575867
1788744396.6487792,-0.09062529355287552,0.0,0.0,0.0,0.0,0.31501704454421997
1788744397.0706186,-0.0931188091635704,0.0,0.0,0.0,0.0,0.33072856068611145
1788744397.1532278,-0.09234403073787689,0.0,0.0,0.0,0.0,0.34572210907936096
1788744397.2558403,-0.09354997426271439,0.0,0.0,0.0,0.0,0.3152456283569336
1788744397.3547382,-0.08914394676685333,0.0,0.0,0.0,0.0,0.32183709740638733
1788744397.4549882,-0.08504365384578705,0.0,0.0,0.0,0.0,0.3380565941333771
1788744397.553142,-0.08241330087184906,0.0,0.0,0.0,0.0,0.37084707617759705
1788744397.654326,-0.07870682328939438,0.0,0.0,0.0,0.0,0.3912839889526367
1788744397.763156,-0.0759144052863121,0.0,0.0,0.0,0.0,0.4071601331233978
1788744397.8641114,-0.0722365602850914,0.0,0.0,0.0,0.0,0.4442264437675476
1788744397.9452324,-0.07414934039115906,0.0,0.0,0.0,0.0,0.47149771451950073
1788744398.0441623,-0.0806969553232193,0.0,0.0,0.0,0.0,0.547279953956604
1788744398.1443214,-0.08097627758979797,0.0,0.0,0.0,0.0,0.5606904029846191
1788744398.243992,-0.07800908386707306,0.0,0.0,0.0,0.0,0.5862845182418823
1788744398.344689,-0.08425977826118469,0.0,0.0,0.0,0.0,0.6392737030982971
1788744398.4434426,-0.08187630772590637,0.0,0.0,0.0,0.0,0.6396233439445496
1788744398.5440965,-0.07929437607526779,0.0,0.0,0.0,0.0,0.6434254050254822
1788744398.6437404,-0.07609017938375473,0.0,0.0,0.0,0.0,0.5985451340675354
1788744398.7431118,-0.08923692256212234,0.0,0.0,0.0,0.0,0.6156466603279114
1788744398.8536649,-0.06701313704252243,0.0,0.0,0.0,0.0,0.6457207798957825
1788744398.9549048,-0.052523113787174225,0.0,0.0,0.0,0.0,0.6808403134346008
1788744399.0545619,-0.04294890537858009,0.0,0.0,0.0,0.0,0.6865448951721191
1788744399.1538708,-0.03844830393791199,0.0,0.0,0.0,0.0,0.7696130871772766
1788744399.255077,-0.03553248941898346,0.0,0.0,0.0,0.0,0.7518974542617798
1788744399.3549726,-0.03708525747060776,0.0,0.0,0.0,0.0,0.8003513216972351
1788744399.4550805,-0.029018733650445938,0.0,0.0,0.0,0.0,0.776293158531189
1788744399.5548334,-0.02720453590154648,0.0,0.0,0.0,0.0,0.7948445081710815
1788744399.6542187,-0.017655806615948677,0.0,0.0,0.0,0.0,0.7976608872413635
1788744399.7544672,-0.011332808993756771,0.0,0.0,0.0,0.0,0.8014478087425232
1788744399.8549473,-0.004594301339238882,0.0,0.0,0.0,0.0,0.8005713820457458
1788744399.9547074,0.0002745117526501417,0.0,0.0,0.0,0.0,0.8003968596458435
1788744400.0547574,0.0009803924476727843,0.0,0.0,0.0,0.0,0.8002703785896301
1788744400.1549678,0.0218157097697258,0.0,0.0,0.0,0.0,0.800017774105072
1788744400.254572,0.03315598890185356,0.0,0.0,0.0,0.0,0.7999833226203918
1788744400.353851,0.03377429023385048,0.0,0.0,0.0,0.0,0.7999736666679382
1788744400.4548352,0.04251084849238396,0.0,0.0,0.0,0.0,0.7999929785728455
1788744400.55308,0.04096967726945877,0.0,0.0,0.0,0.0,0.7999987602233887
1788744400.6536834,-0.0365305133163929,0.0,0.0,0.0,0.0,0.7964240312576294
1788744400.7545366,-0.04792986065149307,0.0,0.0,0.0,0.0,0.799396812915802
1788744400.8533552,-0.08180049806833267,0.0,0.0,0.0,0.0,0.7760264277458191
1788744400.9536579,-0.08109841495752335,0.0,0.0,0.0,0.0,0.7834576964378357
1788744401.0542517,-0.11604127287864685,0.0,0.0,0.0,0.0,0.7757057547569275
1788744401.1536815,-0.09531189501285553,0.0,0.0,0.0,0.0,0.7628130316734314
1788744401.2542226,-0.08541454374790192,0.0,0.0,0.0,0.0,0.7855229377746582
1788744401.3528528,-0.06495965272188187,0.0,0.0,0.0,0.0,0.7975106835365295
1788744401.4551418,-0.0591462105512619,0.0,0.0,0.0,0.0,0.8020829558372498
1788744401.554559,-0.04453358054161072,0.0,0.0,0.0,0.0,0.7975877523422241
1788744401.653853,-0.04048459976911545,0.0,0.0,0.0,0.0,0.7693186402320862
1788744401.7536201,-0.02518102154135704,0.0,0.0,0.0,0.0,0.7684450745582581
1788744401.8539884,-0.019290292635560036,0.0,0.0,0.0,0.0,0.7377591729164124
1788744401.953361,0.02089713327586651,0.0,0.0,0.0,0.0,0.6514248847961426
1788744402.0540106,0.06452605873346329,0.0,0.0,0.0,0.0,0.5601816177368164
1788744402.1539507,0.10558635741472244,0.0,0.0,0.0,0.0,0.4807436764240265
1788744402.2538357,0.1471882462501526,0.0,0.0,0.0,0.0,0.38746994733810425
1788744402.27099,0.0,0.0,0.0,0.0,0.0,0.0
