detail,kind,stamp
floor1,map_load_start,1788744330.031243
floor1,map_load_done,1788744363.3161569
"floor1 5.8777,-5.8108 yaw -73.80 fit 59.9%",localized,1788744387.1507466
f1_ada_button,leg_start,1788744392.976936
f1_ada_button blocked 34s,leg_end,1788744426.4230754
