data,stamp
"{""source"": null, ""blocked_by"": ""no_source"", ""estop_latched"": false, ""override_active"": false, ""gates"": {""estop_latched"": false, ""arm_stowed"": true, ""enable"": false, ""override"": false}, ""source_ages"": {""nav"": 1068.223, ""servo"": 21.842}, ""twist"": {""vx"": 0.0, ""vy"": 0.0, ""wz"": 0.0}}",1788813417.0700486
"{""source"": null, ""blocked_by"": ""no_source"", ""estop_latched"": false, ""override_active"": false, ""gates"": {""estop_latched"": false, ""arm_stowed"": true, ""enable"": false, ""override"": false}, ""source_ages"": {""nav"": 1068.273, ""servo"": 21.892}, ""twist"": {""vx"": 0.0, ""vy"": 0.0, ""wz"": 0.0}}",1788813417.1200476
"{""source"": null, ""blocked_by"": ""no_source"", ""estop_latched"": false, ""override_active"": false, ""gates"": {""estop_latched"": false, ""arm_stowed"": true, ""enable"": false, ""override"": false}, ""source_ages"": {""nav"": 1068.323, ""servo"": 21.942}, ""twist"": {""vx"": 0.0, ""vy"": 0.0, ""wz"": 0.0}}",1788813417.1696935
"{""source"": null, ""blocked_by"": ""no_source"", ""estop_latched"": false, ""override_active"": false, ""gates"": {""estop_latched"": false, ""arm_stowed"": true, ""enable"": false, ""override"": false}, ""source_ages"": {""nav"": 1068.373, ""servo"": 21.992}, ""twist"": {""vx"": 0.0, ""vy"": 0.0, ""wz"": 0.0}}",1788813417.2199728
"{""source"": null, ""blocked_by"": ""no_source"", ""estop_latched"": false, ""override_active"": false, ""gates"": {""estop_latched"": false, ""arm_stowed"": true, ""enable"": false, ""override"": false}, ""source_ages"": {""nav"": 1068.423, ""servo"": 22.042}, ""twist"": {""vx"": 0.0, ""vy"": 0.0, ""wz"": 0.0}}",1788813417.2700737
"{""source"": null, ""blocked_by"": ""no_source"", ""estop_latched"": false, ""override_active"": false, ""gates"": {""estop_latched"": false, ""arm_stowed"": true, ""enable"": false, ""override"": false}, ""source_ages"": {""nav"": 1068.473, ""servo"": 22.092}, ""twist"": {""vx"": 0.0, ""vy"": 0.0, ""wz"": 0.0}}",1788813417.3198876
"{""source"": null, ""blocked_by"": ""no_source"", ""estop_latched"": false, ""override_active"": false, ""gates"": {""estop_latched"": false, ""arm_stowed"": true, ""enable"": false, ""override"": false}, ""source_ages"": {""nav"": 1068.523, ""servo"": 22.142}, ""twist"": {""vx"": 0.0, ""vy"": 0.0, ""wz"": 0.0}}",1788813417.3701007
"{""source"": null, ""blocked_by"": ""no_source"", ""estop_latched"": false, ""override_active"": false, ""gates"": {""estop_latched"": false, ""arm_stowed"": true, ""enable"": false, ""override"": false}, ""source_ages"": {""nav"": 1068.573, ""servo"": 22.192}, ""twist"": {""vx"": 0.0, ""vy"": 0.0, ""wz"": 0.0}}",1788813417.420118
"{""source"": null, ""blocked_by"": ""no_source"", ""estop_latched"": false, ""override_active"": false, ""gates"": {""estop_latched"": false, ""arm_stowed"": true, ""enable"": false, ""override"": false}, ""source_ages"": {""nav"": 1068.623, ""servo"": 22.242}, ""twist"": {""vx"": 0.0, ""vy"": 0.0, ""wz"": 0.0}}",1788813417.4701483
"{""source"": null, ""blocked_by"": ""no_source"", ""estop_latched"": false, ""override_active"": false, ""gates"": {""estop_latched"": false, ""arm_stowed"": true, ""enable"": false, ""override"": false}, ""source_ages"": {""nav"": 1068.673, ""servo"": 22.292}, ""twist"": {""vx"": 0.0, ""vy"": 0.0, ""wz"": 0.0}}",1788813417.5201504
