x_m,y_m,samples,dwell_s
0.21837849576787338,0.31,239,23.899868
5.8183784957678535,2.5100000000000007,546,54.60015
-4.681621504232109,2.6100000000000003,1,0.100118
5.8183784957678535,2.6100000000000003,176,17.599756
5.918378495767853,2.6100000000000003,2,0.20005
5.918378495767853,2.71,1,0.099883
6.018378495767853,2.71,1,0.100147
6.018378495767853,2.8100000000000005,1,0.099871
6.118378495767852,2.8100000000000005,3,0.300045
6.218378495767852,2.91,3,0.300011
6.318378495767852,3.0100000000000007,3,0.300079
6.318378495767852,3.1100000000000003,1,0.103688
6.418378495767851,3.1100000000000003,2,0.196561
6.418378495767851,3.21,1,0.099691
6.518378495767851,3.21,2,0.200011
6.518378495767851,3.3100000000000005,2,0.199987
6.618378495767851,3.3100000000000005,1,0.099987
6.618378495767851,3.41,2,0.200013
6.71837849576785,3.5100000000000007,3,0.30002
6.71837849576785,3.6100000000000003,1,0.100065
6.81837849576785,3.6100000000000003,2,0.200032
6.81837849576785,3.71,2,0.200012
6.91837849576785,3.8100000000000005,4,0.400002
6.91837849576785,3.91,2,0.199914
7.018378495767849,3.91,2,0.199938
7.018378495767849,4.010000000000001,3,0.30018
7.118378495767849,4.010000000000001,1,0.09986
7.018378495767849,4.11,1,0.106966
7.118378495767849,4.11,29,2.900093
6.91837849576785,4.210000000000001,262,26.19991
7.018378495767849,4.210000000000001,13,1.292034
7.118378495767849,4.210000000000001,14,1.401197
7.2183784957678485,4.210000000000001,166,33.79976
