frame,points,stamp
map,"[{""x"":6.345256476692084,""y"":2.1602101435435745,""yaw"":0.0},{""x"":6.315477423513967,""y"":2.174171935743809,""yaw"":0.0},{""x"":6.297270636133289,""y"":2.19130297847955,""yaw"":0.0},{""x"":6.278532842885324,""y"":2.207852661343347,""yaw"":0.0},{""x"":6.260356573083227,""y"":2.225017273415526,""yaw"":0.0},{""x"":6.24181714409603,""y"":2.241789734602955,""yaw"":0.0},{""x"":6.2231998952834555,""y"":2.258473694812503,""yaw"":0.0},{""x"":6.204828312978448,""y"":2.2754292614714107,""yaw"":0.0},{""x"":6.18630566865947,""y"":2.2922200332059877,""yaw"":0.0},{""x"":6.167723515062262,""y"":2.308943666267689,""yaw"":0.0},{""x"":6.149271061174018,""y"":2.3258122578276446,""yaw"":0.0},{""x"":6.130746890976111,""y"":2.3425999778043636,""yaw"":0.0},{""x"":6.112173892652477,""y"":2.359335817897497,""yaw"":0.0},{""x"":6.093681765912079,""y"":2.3761586330895828,""yaw"":0.0},{""x"":6.075148440440598,""y"":2.392937197792728,""yaw"":0.0},{""x"":6.056573916238035,""y"":2.4096699861280033,""yaw"":0.0},{""x"":6.038065004829418,""y"":2.426474490772941,""yaw"":0.0},{""x"":6.019519472326506,""y"":2.4432393225657254,""yaw"":0.0},{""x"":6.000937318729298,""y"":2.459964481506356,""yaw"":0.0},{""x"":5.982410096773533,""y"":2.476749149725217,""yaw"":0.0},{""x"":5.96385083136026,""y"":2.4934987227287113,""yaw"":0.0},{""x"":5.94525647073162,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788733011.3895159
map,"[{""x"":6.345256476692084,""y"":2.1602101435435745,""yaw"":0.0},{""x"":6.315477423513967,""y"":2.174171935743809,""yaw"":0.0},{""x"":6.297270636133289,""y"":2.19130297847955,""yaw"":0.0},{""x"":6.278532842885324,""y"":2.207852661343347,""yaw"":0.0},{""x"":6.260356573083227,""y"":2.225017273415526,""yaw"":0.0},{""x"":6.24181714409603,""y"":2.241789734602955,""yaw"":0.0},{""x"":6.2231998952834555,""y"":2.258473694812503,""yaw"":0.0},{""x"":6.204828312978448,""y"":2.2754292614714107,""yaw"":0.0},{""x"":6.18630566865947,""y"":2.2922200332059877,""yaw"":0.0},{""x"":6.167723515062262,""y"":2.308943666267689,""yaw"":0.0},{""x"":6.149271061174018,""y"":2.3258122578276446,""yaw"":0.0},{""x"":6.130746890976111,""y"":2.3425999778043636,""yaw"":0.0},{""x"":6.112173892652477,""y"":2.359335817897497,""yaw"":0.0},{""x"":6.093681765912079,""y"":2.3761586330895828,""yaw"":0.0},{""x"":6.075148440440598,""y"":2.392937197792728,""yaw"":0.0},{""x"":6.056573916238035,""y"":2.4096699861280033,""yaw"":0.0},{""x"":6.038065004829418,""y"":2.426474490772941,""yaw"":0.0},{""x"":6.019519472326506,""y"":2.4432393225657254,""yaw"":0.0},{""x"":6.000937318729298,""y"":2.459964481506356,""yaw"":0.0},{""x"":5.982410096773533,""y"":2.476749149725217,""yaw"":0.0},{""x"":5.96385083136026,""y"":2.4934987227287113,""yaw"":0.0},{""x"":5.94525647073162,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788733012.4106638
map,"[{""x"":6.345256476692084,""y"":2.1602101435435745,""yaw"":0.0},{""x"":6.315477423513967,""y"":2.174171935743809,""yaw"":0.0},{""x"":6.297270636133289,""y"":2.19130297847955,""yaw"":0.0},{""x"":6.278532842885324,""y"":2.207852661343347,""yaw"":0.0},{""x"":6.260356573083227,""y"":2.225017273415526,""yaw"":0.0},{""x"":6.24181714409603,""y"":2.241789734602955,""yaw"":0.0},{""x"":6.2231998952834555,""y"":2.258473694812503,""yaw"":0.0},{""x"":6.204828312978448,""y"":2.2754292614714107,""yaw"":0.0},{""x"":6.18630566865947,""y"":2.2922200332059877,""yaw"":0.0},{""x"":6.167723515062262,""y"":2.308943666267689,""yaw"":0.0},{""x"":6.149271061174018,""y"":2.3258122578276446,""yaw"":0.0},{""x"":6.130746890976111,""y"":2.3425999778043636,""yaw"":0.0},{""x"":6.112173892652477,""y"":2.359335817897497,""yaw"":0.0},{""x"":6.093681765912079,""y"":2.3761586330895828,""yaw"":0.0},{""x"":6.075148440440598,""y"":2.392937197792728,""yaw"":0.0},{""x"":6.056573916238035,""y"":2.4096699861280033,""yaw"":0.0},{""x"":6.038065004829418,""y"":2.426474490772941,""yaw"":0.0},{""x"":6.019519472326506,""y"":2.4432393225657254,""yaw"":0.0},{""x"":6.000937318729298,""y"":2.459964481506356,""yaw"":0.0},{""x"":5.982410096773533,""y"":2.476749149725217,""yaw"":0.0},{""x"":5.96385083136026,""y"":2.4934987227287113,""yaw"":0.0},{""x"":5.94525647073162,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788733013.439382
map,"[{""x"":6.345256476692084,""y"":2.1602101435435745,""yaw"":0.0},{""x"":6.315477423513967,""y"":2.174171935743809,""yaw"":0.0},{""x"":6.297270636133289,""y"":2.19130297847955,""yaw"":0.0},{""x"":6.278532842885324,""y"":2.207852661343347,""yaw"":0.0},{""x"":6.260356573083227,""y"":2.225017273415526,""yaw"":0.0},{""x"":6.24181714409603,""y"":2.241789734602955,""yaw"":0.0},{""x"":6.2231998952834555,""y"":2.258473694812503,""yaw"":0.0},{""x"":6.204828312978448,""y"":2.2754292614714107,""yaw"":0.0},{""x"":6.18630566865947,""y"":2.2922200332059877,""yaw"":0.0},{""x"":6.167723515062262,""y"":2.308943666267689,""yaw"":0.0},{""x"":6.149271061174018,""y"":2.3258122578276446,""yaw"":0.0},{""x"":6.130746890976111,""y"":2.3425999778043636,""yaw"":0.0},{""x"":6.112173892652477,""y"":2.359335817897497,""yaw"":0.0},{""x"":6.093681765912079,""y"":2.3761586330895828,""yaw"":0.0},{""x"":6.075148440440598,""y"":2.392937197792728,""yaw"":0.0},{""x"":6.056573916238035,""y"":2.4096699861280033,""yaw"":0.0},{""x"":6.038065004829418,""y"":2.426474490772941,""yaw"":0.0},{""x"":6.019519472326506,""y"":2.4432393225657254,""yaw"":0.0},{""x"":6.000937318729298,""y"":2.459964481506356,""yaw"":0.0},{""x"":5.982410096773533,""y"":2.476749149725217,""yaw"":0.0},{""x"":5.96385083136026,""y"":2.4934987227287113,""yaw"":0.0},{""x"":5.94525647073162,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788733014.459869
map,"[{""x"":6.345256476692084,""y"":2.1602101435435745,""yaw"":0.0},{""x"":6.315477423513967,""y"":2.174171935743809,""yaw"":0.0},{""x"":6.297270636133289,""y"":2.19130297847955,""yaw"":0.0},{""x"":6.278532842885324,""y"":2.207852661343347,""yaw"":0.0},{""x"":6.260356573083227,""y"":2.225017273415526,""yaw"":0.0},{""x"":6.24181714409603,""y"":2.241789734602955,""yaw"":0.0},{""x"":6.2231998952834555,""y"":2.258473694812503,""yaw"":0.0},{""x"":6.204828312978448,""y"":2.2754292614714107,""yaw"":0.0},{""x"":6.18630566865947,""y"":2.2922200332059877,""yaw"":0.0},{""x"":6.167723515062262,""y"":2.308943666267689,""yaw"":0.0},{""x"":6.149271061174018,""y"":2.3258122578276446,""yaw"":0.0},{""x"":6.130746890976111,""y"":2.3425999778043636,""yaw"":0.0},{""x"":6.112173892652477,""y"":2.359335817897497,""yaw"":0.0},{""x"":6.093681765912079,""y"":2.3761586330895828,""yaw"":0.0},{""x"":6.075148440440598,""y"":2.392937197792728,""yaw"":0.0},{""x"":6.056573916238035,""y"":2.4096699861280033,""yaw"":0.0},{""x"":6.038065004829418,""y"":2.426474490772941,""yaw"":0.0},{""x"":6.019519472326506,""y"":2.4432393225657254,""yaw"":0.0},{""x"":6.000937318729298,""y"":2.459964481506356,""yaw"":0.0},{""x"":5.982410096773533,""y"":2.476749149725217,""yaw"":0.0},{""x"":5.96385083136026,""y"":2.4934987227287113,""yaw"":0.0},{""x"":5.94525647073162,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788733015.4899824
map,"[{""x"":6.145256473711852,""y"":2.3102101457787487,""yaw"":0.0},{""x"":6.118677188647821,""y"":2.330220522053489,""yaw"":0.0},{""x"":6.102307559497644,""y"":2.3491154808311396,""yaw"":0.0},{""x"":6.0853855621751745,""y"":2.3675175807147273,""yaw"":0.0},{""x"":6.068075991604742,""y"":2.385554995534287,""yaw"":0.0},{""x"":6.050413943001713,""y"":2.4032490875948245,""yaw"":0.0},{""x"":6.033118105341641,""y"":2.421301761203674,""yaw"":0.0},{""x"":6.015617799905085,""y"":2.4391530187938972,""yaw"":0.0},{""x"":5.997940492512766,""y"":2.456831852065145,""yaw"":0.0},{""x"":5.980504273991228,""y"":2.4747471965703856,""yaw"":0.0},{""x"":5.962933778123938,""y"":2.4925328413666623,""yaw"":0.0},{""x"":5.94525647073162,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788733016.5198507
map,"[{""x"":6.045256472221736,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.995256471476678,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.970256471104149,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.94525647073162,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788733017.5491445
map,"[{""x"":6.045256472221736,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.995256471476678,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.970256471104149,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.94525647073162,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788733018.5602582
map,"[{""x"":6.045256472221736,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.995256471476678,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.970256471104149,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.94525647073162,""y"":2.510210148758981,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788733019.5901642
map,"[{""x"":6.045256472221736,""y"":2.510210148758981,""yaw"":0.0},{""x"":6.089506961162369,""y"":2.474930302041864,""yaw"":0.0},{""x"":6.108592654806143,""y"":2.4587819253363907,""yaw"":0.0},{""x"":6.127405216121629,""y"":2.442317691692617,""yaw"":0.0},{""x"":6.146526004980769,""y"":2.4262120395971554,""yaw"":0.0},{""x"":6.165303471080888,""y"":2.409708133101228,""yaw"":0.0},{""x"":6.1839466598352555,""y"":2.393050112833473,""yaw"":0.0},{""x"":6.2027943163661075,""y"":2.376627077920782,""yaw"":0.0},{""x"":6.221461919183339,""y"":2.3599980493526775,""yaw"":0.0},{""x"":6.240048650417334,""y"":2.343278993927763,""yaw"":0.0},{""x"":6.258775762512796,""y"":2.326717104032534,""yaw"":0.0},{""x"":6.277393011325371,""y"":2.310031617944057,""yaw"":0.0},{""x"":6.296150640999413,""y"":2.293503297385266,""yaw"":0.0},{""x"":6.314822821453431,""y"":2.2768803723328777,""yaw"":0.0},{""x"":6.333424811476716,""y"":2.260176575697253,""yaw"":0.0},{""x"":6.352127509509314,""y"":2.2435887458602313,""yaw"":0.0},{""x"":6.370770698263682,""y"":2.226932251471405,""yaw"":0.0},{""x"":6.389365058892322,""y"":2.2102223513200645,""yaw"":0.0},{""x"":6.408035713467411,""y"":2.193596374509818,""yaw"":0.0},{""x"":6.42666211755356,""y"":2.176921569573844,""yaw"":0.0},{""x"":6.4452564781822,""y"":2.1602101435435745,""yaw"":0.0},{""x"":6.4994,""y"":2.1194,""yaw"":0.8483}]",1788733023.775212
