x_m,y_m,samples,dwell_s
10.113396605626173,-4.987463668447624,18,1.800032
10.213396605626173,-4.987463668447624,16,1.594525
10.213396605626173,-4.887463668447625,12,1.203228
10.213396605626173,-4.787463668447625,13,1.302261
10.213396605626173,-4.687463668447625,4,0.398162
10.213396605626173,-4.587463668447626,10,0.997057
10.213396605626173,-4.487463668447626,11,1.104386
10.213396605626173,-4.3874636684476265,9,0.900434
10.213396605626173,-4.287463668447627,5,0.49892
10.213396605626173,-4.187463668447627,7,0.701133
10.213396605626173,-4.0874636684476275,1,0.099998
10.31339660562617,-4.0874636684476275,3,0.295403
10.31339660562617,-3.987463668447628,7,0.704486
10.31339660562617,-3.8874636684476283,6,0.600126
10.31339660562617,-3.7874636684476286,5,0.499987
10.31339660562617,-3.687463668447629,6,0.599969
10.31339660562617,-3.5874636684476293,7,0.699634
10.31339660562617,-3.4874636684476297,8,0.800351
10.31339660562617,-3.38746366844763,6,0.600146
10.31339660562617,-3.2874636684476304,6,0.599943
10.31339660562617,-3.1874636684476307,8,0.800152
10.41339660562617,-3.1874636684476307,1,0.0998
10.31339660562617,-3.087463668447631,4,0.399994
10.41339660562617,-3.087463668447631,3,0.300009
10.31339660562617,-2.9874636684476314,6,0.599942
10.41339660562617,-2.9874636684476314,3,0.299877
10.31339660562617,-2.887463668447632,2,0.200064
10.41339660562617,-2.887463668447632,1,0.100185
10.513396605626172,-2.887463668447632,2,0.199925
10.31339660562617,-2.787463668447632,4,0.397981
10.513396605626172,-2.787463668447632,3,0.299934
10.213396605626173,-2.6874636684476325,2,0.199926
10.31339660562617,-2.6874636684476325,38,3.801821
10.513396605626172,-2.6874636684476325,1,0.100147
10.613396605626171,-2.6874636684476325,2,0.200019
10.213396605626173,-2.587463668447633,4,0.400098
10.613396605626171,-2.587463668447633,2,0.199871
10.71339660562617,-2.587463668447633,2,0.199968
9.513396605626173,-2.4874636684476332,1,0.100011
9.613396605626173,-2.4874636684476332,3,0.299971
9.713396605626174,-2.4874636684476332,2,0.200017
9.813396605626174,-2.4874636684476332,3,0.299848
9.913396605626172,-2.4874636684476332,2,0.200006
10.013396605626172,-2.4874636684476332,3,0.300172
10.113396605626173,-2.4874636684476332,2,0.200013
10.213396605626173,-2.4874636684476332,6,0.600079
10.31339660562617,-2.4874636684476332,3,0.299953
10.41339660562617,-2.4874636684476332,2,0.200023
10.513396605626172,-2.4874636684476332,3,0.299893
10.613396605626171,-2.4874636684476332,1,0.099996
10.71339660562617,-2.4874636684476332,2,0.200012
10.813396605626169,-2.4874636684476332,2,0.200039
9.313396605626176,-2.3874636684476336,3,0.299906
9.413396605626176,-2.3874636684476336,3,0.300173
9.513396605626173,-2.3874636684476336,1,0.099987
10.213396605626173,-2.3874636684476336,4,0.399982
10.613396605626171,-2.3874636684476336,2,0.199956
10.71339660562617,-2.3874636684476336,3,0.300139
10.813396605626169,-2.3874636684476336,3,0.300085
10.91339660562617,-2.3874636684476336,2,0.199969
9.113396605626175,-2.287463668447634,1,0.100002
9.213396605626174,-2.287463668447634,3,0.299946
10.113396605626173,-2.287463668447634,3,0.299948
10.813396605626169,-2.287463668447634,3,0.300184
10.91339660562617,-2.287463668447634,4,0.399943
11.01339660562617,-2.287463668447634,4,0.399812
9.013396605626177,-2.1874636684476343,2,0.199884
9.113396605626175,-2.1874636684476343,2,0.200097
10.113396605626173,-2.1874636684476343,4,0.400065
11.01339660562617,-2.1874636684476343,1,0.100017
11.113396605626168,-2.1874636684476343,6,0.599911
8.913396605626177,-2.0874636684476346,2,0.199994
9.013396605626177,-2.0874636684476346,1,0.099979
10.113396605626173,-2.0874636684476346,3,0.299823
11.113396605626168,-2.0874636684476346,2,0.199898
11.213396605626167,-2.0874636684476346,13,1.300295
11.313396605626169,-2.0874636684476346,4,0.399861
8.813396605626176,-1.987463668447635,1,0.099898
8.913396605626177,-1.987463668447635,2,0.200012
10.113396605626173,-1.987463668447635,4,0.400047
4.013396605626194,-1.8874636684476354,3,0.300212
4.1133966056261935,-1.8874636684476354,2,0.199763
4.213396605626193,-1.8874636684476354,3,0.30005
4.313396605626193,-1.8874636684476354,3,0.300068
4.413396605626192,-1.8874636684476354,3,0.299883
4.513396605626192,-1.8874636684476354,2,0.200171
4.613396605626192,-1.8874636684476354,3,0.299965
4.713396605626191,-1.8874636684476354,3,0.300016
4.813396605626191,-1.8874636684476354,3,0.29992
4.913396605626191,-1.8874636684476354,3,0.300032
5.01339660562619,-1.8874636684476354,1,0.09999
8.713396605626176,-1.8874636684476354,1,0.100044
8.813396605626176,-1.8874636684476354,2,0.200086
10.013396605626172,-1.8874636684476354,2,0.200171
10.113396605626173,-1.8874636684476354,1,0.099951
3.6133966056261952,-1.7874636684476357,1,0.099918
3.713396605626195,-1.7874636684476357,3,0.300135
3.8133966056261945,-1.7874636684476357,3,0.299812
3.913396605626194,-1.7874636684476357,3,0.300005
5.01339660562619,-1.7874636684476357,2,0.200072
5.11339660562619,-1.7874636684476357,3,0.299953
5.21339660562619,-1.7874636684476357,2,0.199888
8.713396605626176,-1.7874636684476357,3,0.300024
