x_m,y_m,samples,dwell_s
0.3099999999999998,0.09000000000000004,203,20.300016
6.210000000000001,1.09,135,50.099488
2.8099999999999996,1.49,152,15.200208
2.91,1.49,2,0.199792
3.01,1.59,2,0.199991
3.11,1.59,2,0.199956
3.21,1.59,2,0.200196
3.3099999999999996,1.59,2,0.200026
3.41,1.59,2,0.199836
3.51,1.59,1,0.099981
3.51,1.69,2,0.200005
3.61,1.69,2,0.200223
3.71,1.69,2,0.199856
3.8099999999999996,1.69,2,0.199884
3.91,1.69,1,0.100046
3.91,1.79,1,0.100047
4.01,1.79,2,0.200226
4.11,1.79,2,0.199798
4.210000000000001,1.79,1,0.099973
4.210000000000001,1.8900000000000001,1,0.099928
4.3100000000000005,1.8900000000000001,2,0.200007
4.41,1.8900000000000001,2,0.20014
4.51,1.8900000000000001,2,0.199888
4.61,1.99,3,0.300237
4.710000000000001,1.99,3,0.299687
4.8100000000000005,1.99,1,0.100101
4.8100000000000005,2.09,1,0.099936
4.91,2.09,2,0.200179
5.010000000000001,2.09,3,0.299807
5.11,2.1900000000000004,2,0.200104
5.210000000000001,2.1900000000000004,3,0.29997
5.3100000000000005,2.1900000000000004,2,0.200065
6.41,2.1900000000000004,775,77.499973
6.510000000000001,2.1900000000000004,1,0.100069
5.3100000000000005,2.29,2,0.199931
5.41,2.29,3,0.300005
5.510000000000001,2.29,4,0.400046
6.210000000000001,2.29,3,0.299997
6.3100000000000005,2.29,4,0.400122
6.41,2.29,3,0.299946
6.510000000000001,2.29,62,6.199918
5.61,2.39,3,0.299895
5.710000000000001,2.39,3,0.300064
6.010000000000001,2.39,1,0.100214
6.11,2.39,4,0.399792
5.710000000000001,2.49,1,0.099985
5.8100000000000005,2.49,22,2.199985
5.91,2.49,3,0.299726
6.010000000000001,2.49,1,0.100049
5.8100000000000005,2.59,66,6.600116
5.91,2.59,1,0.100084
