frame,points,stamp
map,"[{""x"":2.760453995544225,""y"":1.635013571995838,""yaw"":0.0},{""x"":2.7863329021798506,""y"":1.6347175514836145,""yaw"":0.0},{""x"":2.8113329025523797,""y"":1.6345695412275028,""yaw"":0.0},{""x"":2.8363313770459797,""y"":1.6343681252088764,""yaw"":0.0},{""x"":2.8613298515395797,""y"":1.6341163551855935,""yaw"":0.0},{""x"":2.88632832603318,""y"":1.6337959206105062,""yaw"":0.0},{""x"":2.911325274647851,""y"":1.6334098732414724,""yaw"":0.0},{""x"":2.936320697383593,""y"":1.6329383766524153,""yaw"":0.0},{""x"":2.961314594240406,""y"":1.6323860084801218,""yaw"":0.0},{""x"":2.98630696521829,""y"":1.6317329322985152,""yaw"":0.0},{""x"":3.011294758559387,""y"":1.6309867775022404,""yaw"":0.0},{""x"":3.0355638629249313,""y"":1.6369865334510187,""yaw"":0.0},{""x"":3.0598329672904754,""y"":1.642987815278726,""yaw"":0.0},{""x"":3.0841264857188833,""y"":1.6488899149760492,""yaw"":0.0},{""x"":3.108412374752646,""y"":1.65482558400981,""yaw"":0.0},{""x"":3.132708944938912,""y"":1.6607124249178433,""yaw"":0.0},{""x"":3.156991782214817,""y"":1.6666541974673201,""yaw"":0.0},{""x"":3.181279197127509,""y"":1.672580711227507,""yaw"":0.0},{""x"":3.205549827371982,""y"":1.6785758895394984,""yaw"":0.0},{""x"":3.229818931737526,""y"":1.6845771713672058,""yaw"":0.0},{""x"":3.25396749166768,""y"":1.6910468980261122,""yaw"":0.0},{""x"":3.278126732750337,""y"":1.697473900075007,""yaw"":0.0},{""x"":3.302281396196207,""y"":1.7039253161867656,""yaw"":0.0},{""x"":3.326440637278864,""y"":1.7103507923567314,""yaw"":0.0},{""x"":3.3505922489668762,""y"":1.716811363742064,""yaw"":0.0},{""x"":3.3747453865338173,""y"":1.7232612539748935,""yaw"":0.0},{""x"":3.3988878429482554,""y"":1.7297523429388058,""yaw"":0.0},{""x"":3.422967738326605,""y"":1.7364723137420661,""yaw"":0.0},{""x"":3.4470445819470967,""y"":1.7432029656978294,""yaw"":0.0},{""x"":3.4711275290833044,""y"":1.7499122553485869,""yaw"":0.0},{""x"":3.495205898582725,""y"":1.7566398555464922,""yaw"":0.0},{""x"":3.5192857939610747,""y"":1.7633567745918945,""yaw"":0.0},{""x"":3.5433595858237084,""y"":1.7700981077001607,""yaw"":0.0},{""x"":3.567434903565271,""y"":1.77683486317164,""yaw"":0.0},{""x"":3.591502591912189,""y"":1.783602136221699,""yaw"":0.0},{""x"":3.615533659164811,""y"":1.790493005465006,""yaw"":0.0},{""x"":3.639561674659575,""y"":1.7973991334976027,""yaw"":0.0},{""x"":3.663592741912197,""y"":1.8042900027409097,""yaw"":0.0},{""x"":3.687617705649103,""y"":1.8112007084102935,""yaw"":0.0},{""x"":3.711645721143867,""y"":1.8181037846850323,""yaw"":0.0},{""x"":3.7356676331229153,""y"":1.825028223264777,""yaw"":0.0},{""x"":3.7596849674651764,""y"":1.8319709723916695,""yaw"":0.0},{""x"":3.783674835986716,""y"":1.8390068001332303,""yaw"":0.0},{""x"":3.8076616527503973,""y"":1.846050257269436,""yaw"":0.0},{""x"":3.8316515212719366,""y"":1.8530860850109967,""yaw"":0.0},{""x"":3.855636812156689,""y"":1.8601356456629183,""yaw"":0.0},{""x"":3.8796236289203705,""y"":1.867180628678053,""yaw"":0.0},{""x"":3.903605868047265,""y"":1.8742408704824776,""yaw"":0.0},{""x"":3.9275881071741594,""y"":1.881302638165831,""yaw"":0.0},{""x"":3.95154593223819,""y"":1.88844680331135,""yaw"":0.0},{""x"":3.9755052831811497,""y"":1.8955833390622239,""yaw"":0.0},{""x"":3.9994615823662514,""y"":1.9027305559656007,""yaw"":0.0},{""x"":4.023419407430282,""y"":1.9098731952321906,""yaw"":0.0},{""x"":4.047374180736455,""y"":1.9170265156512833,""yaw"":0.0},{""x"":4.071328954042627,""y"":1.9241813619493051,""yaw"":0.0},{""x"":4.095279149712013,""y"":1.9313484152787588,""yaw"":0.0},{""x"":4.119214086592109,""y"":1.938567348491798,""yaw"":0.0},{""x"":4.143147497593276,""y"":1.9457939110994822,""yaw"":0.0},{""x"":4.167080908594443,""y"":1.9530174219493084,""yaw"":0.0},{""x"":4.191011267837752,""y"":1.9602485621937795,""yaw"":0.0},{""x"":4.2149431529599894,""y"":1.9674797024382507,""yaw"":0.0},{""x"":4.238871986324369,""y"":1.9747215238352247,""yaw"":0.0},{""x"":4.26279929380982,""y"":1.9819633452321987,""yaw"":0.0},{""x"":4.286711342505981,""y"":1.9892585723916874,""yaw"":0.0},{""x"":4.310624917081071,""y"":1.996549221914389,""yaw"":0.0},{""x"":4.334535439898303,""y"":2.0038475008317356,""yaw"":0.0},{""x"":4.358444436836606,""y"":2.011151883264798,""yaw"":0.0},{""x"":4.3823534337749095,""y"":2.0184577915767896,""yaw"":0.0},{""x"":4.406259378955355,""y"":2.025772855162355,""yaw"":0.0},{""x"":4.4301653241358,""y"":2.0330879187479205,""yaw"":0.0},{""x"":4.454057536405884,""y"":2.0404457069434976,""yaw"":0.0},{""x"":4.477951274554897,""y"":2.0478019692601457,""yaw"":0.0},{""x"":4.501841960946052,""y"":2.0551643350925097,""yaw"":0.0},{""x"":4.5257341732161365,""y"":2.062526700924874,""yaw"":0.0},{""x"":4.549623333728363,""y"":2.0698951702729538,""yaw"":0.0},{""x"":4.573512494240589,""y"":2.0772651654999628,""yaw"":0.0},{""x"":4.597398602994957,""y"":2.0846443160005457,""yaw"":0.0},{""x"":4.6212755564757515,""y"":2.0920509323218504,""yaw"":0.0},{""x"":4.645152509956546,""y"":2.099463652158871,""yaw"":0.0},{""x"":4.669027937558411,""y"":2.1068748461169626,""yaw"":0.0},{""x"":4.6929018392813475,""y"":2.1142921435907702,""yaw"":0.0},{""x"":4.716775741004284,""y"":2.121710966943507,""yaw"":0.0},{""x"":4.740648116848291,""y"":2.1291374196908883,""yaw"":0.0},{""x"":4.764511337418725,""y"":2.1365898123800626,""yaw"":0.0},{""x"":4.788373032110229,""y"":2.144046782706024,""yaw"":0.0},{""x"":4.812236252680663,""y"":2.151502227153056,""yaw"":0.0},{""x"":4.836096421493238,""y"":2.1589637751158044,""yaw"":0.0},{""x"":4.8599550644268845,""y"":2.1664314265942686,""yaw"":0.0},{""x"":4.883813707360531,""y"":2.1739006039516617,""yaw"":0.0},{""x"":4.9076692985363195,""y"":2.181375884824771,""yaw"":0.0},{""x"":4.931518786196392,""y"":2.188872528002886,""yaw"":0.0},{""x"":4.955366747977536,""y"":2.1963737488177877,""yaw"":0.0},{""x"":4.979214709758679,""y"":2.2038764955116186,""yaw"":0.0},{""x"":5.003061145660894,""y"":2.2113822939633074,""yaw"":0.0},{""x"":5.026907581563108,""y"":2.2188896182939253,""yaw"":0.0},{""x"":5.050750965707465,""y"":2.226403046140259,""yaw"":0.0},{""x"":5.0745958757307505,""y"":2.233917999865522,""yaw"":0.0},{""x"":5.098431630480462,""y"":2.2414573676536484,""yaw"":0.0},{""x"":5.122267385230174,""y"":2.248995209562846,""yaw"":0.0},{""x"":5.1461031399798856,""y"":2.2565376291088306,""yaw"":0.0},{""x"":5.169937368850668,""y"":2.264081574533744,""yaw"":0.0},{""x"":5.193771597721451,""y"":2.2716300975954447,""yaw"":0.0},{""x"":5.217604300713305,""y"":2.279180146536074,""yaw"":0.0},{""x"":5.241429374310513,""y"":2.2867515577817095,""yaw"":0.0},{""x"":5.265254447907722,""y"":2.2943244949062738,""yaw"":0.0},{""x"":5.289079521504931,""y"":2.301900483788696,""yaw"":0.0},{""x"":5.31290459510214,""y"":2.3094764726711183,""yaw"":0.0},{""x"":5.33672661694149,""y"":2.3170570391903276,""yaw"":0.0},{""x"":5.360548638780841,""y"":2.324639131588466,""yaw"":0.0},{""x"":5.384370660620192,""y"":2.33222732750232,""yaw"":0.0},{""x"":5.408185053064898,""y"":2.339833833963322,""yaw"":0.0},{""x"":5.431999445509604,""y"":2.347440340424324,""yaw"":0.0},{""x"":5.4558138379543095,""y"":2.355049898643184,""yaw"":0.0},{""x"":5.479626704520086,""y"":2.362660982740973,""yaw"":0.0},{""x"":5.503438045206934,""y"":2.370276644475549,""yaw"":0.0},{""x"":5.527249385893782,""y"":2.377893832089054,""yaw"":0.0},{""x"":5.551054623064914,""y"":2.3855293302497067,""yaw"":0.0},{""x"":5.574859860236046,""y"":2.3931648284103595,""yaw"":0.0},{""x"":5.598665097407178,""y"":2.4008033783288703,""yaw"":0.0},{""x"":5.622468808699381,""y"":2.40844345412631,""yaw"":0.0},{""x"":5.646272519991584,""y"":2.4160865816816077,""yaw"":0.0},{""x"":5.670074705404858,""y"":2.4237312351158344,""yaw"":0.0},{""x"":5.693875364939203,""y"":2.431380466186848,""yaw"":0.0},{""x"":5.717671446836761,""y"":2.4390434301682227,""yaw"":0.0},{""x"":5.741467528734319,""y"":2.446709445907455,""yaw"":0.0},{""x"":5.765263610631877,""y"":2.4543754616466877,""yaw"":0.0},{""x"":5.789058166650506,""y"":2.4620460550227072,""yaw"":0.0},{""x"":5.8128664555794956,""y"":2.469672397909786,""yaw"":0.0},{""x"":5.8366625374770535,""y"":2.4773353618911607,""yaw"":0.0},{""x"":5.860454041737825,""y"":2.485013584661825,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788814381.347701
map,"[{""x"":2.760453995544225,""y"":1.635013571995838,""yaw"":0.0},{""x"":2.7863329021798506,""y"":1.6347175514836145,""yaw"":0.0},{""x"":2.8113329025523797,""y"":1.6345695412275028,""yaw"":0.0},{""x"":2.8363313770459797,""y"":1.6343681252088764,""yaw"":0.0},{""x"":2.8613298515395797,""y"":1.6341163551855935,""yaw"":0.0},{""x"":2.88632832603318,""y"":1.6337959206105062,""yaw"":0.0},{""x"":2.911325274647851,""y"":1.6334098732414724,""yaw"":0.0},{""x"":2.936320697383593,""y"":1.6329383766524153,""yaw"":0.0},{""x"":2.961314594240406,""y"":1.6323860084801218,""yaw"":0.0},{""x"":2.98630696521829,""y"":1.6317329322985152,""yaw"":0.0},{""x"":3.011294758559387,""y"":1.6309867775022404,""yaw"":0.0},{""x"":3.0355638629249313,""y"":1.6369865334510187,""yaw"":0.0},{""x"":3.0598329672904754,""y"":1.642987815278726,""yaw"":0.0},{""x"":3.0841264857188833,""y"":1.6488899149760492,""yaw"":0.0},{""x"":3.108412374752646,""y"":1.65482558400981,""yaw"":0.0},{""x"":3.132708944938912,""y"":1.6607124249178433,""yaw"":0.0},{""x"":3.156991782214817,""y"":1.6666541974673201,""yaw"":0.0},{""x"":3.181279197127509,""y"":1.672580711227507,""yaw"":0.0},{""x"":3.205549827371982,""y"":1.6785758895394984,""yaw"":0.0},{""x"":3.229818931737526,""y"":1.6845771713672058,""yaw"":0.0},{""x"":3.25396749166768,""y"":1.6910468980261122,""yaw"":0.0},{""x"":3.278126732750337,""y"":1.697473900075007,""yaw"":0.0},{""x"":3.302281396196207,""y"":1.7039253161867656,""yaw"":0.0},{""x"":3.326440637278864,""y"":1.7103507923567314,""yaw"":0.0},{""x"":3.3505922489668762,""y"":1.716811363742064,""yaw"":0.0},{""x"":3.3747453865338173,""y"":1.7232612539748935,""yaw"":0.0},{""x"":3.3988878429482554,""y"":1.7297523429388058,""yaw"":0.0},{""x"":3.422967738326605,""y"":1.7364723137420661,""yaw"":0.0},{""x"":3.4470445819470967,""y"":1.7432029656978294,""yaw"":0.0},{""x"":3.4711275290833044,""y"":1.7499122553485869,""yaw"":0.0},{""x"":3.495205898582725,""y"":1.7566398555464922,""yaw"":0.0},{""x"":3.5192857939610747,""y"":1.7633567745918945,""yaw"":0.0},{""x"":3.5433595858237084,""y"":1.7700981077001607,""yaw"":0.0},{""x"":3.567434903565271,""y"":1.77683486317164,""yaw"":0.0},{""x"":3.591502591912189,""y"":1.783602136221699,""yaw"":0.0},{""x"":3.615533659164811,""y"":1.790493005465006,""yaw"":0.0},{""x"":3.639561674659575,""y"":1.7973991334976027,""yaw"":0.0},{""x"":3.663592741912197,""y"":1.8042900027409097,""yaw"":0.0},{""x"":3.687617705649103,""y"":1.8112007084102935,""yaw"":0.0},{""x"":3.711645721143867,""y"":1.8181037846850323,""yaw"":0.0},{""x"":3.7356676331229153,""y"":1.825028223264777,""yaw"":0.0},{""x"":3.7596849674651764,""y"":1.8319709723916695,""yaw"":0.0},{""x"":3.783674835986716,""y"":1.8390068001332303,""yaw"":0.0},{""x"":3.8076616527503973,""y"":1.846050257269436,""yaw"":0.0},{""x"":3.8316515212719366,""y"":1.8530860850109967,""yaw"":0.0},{""x"":3.855636812156689,""y"":1.8601356456629183,""yaw"":0.0},{""x"":3.8796236289203705,""y"":1.867180628678053,""yaw"":0.0},{""x"":3.903605868047265,""y"":1.8742408704824776,""yaw"":0.0},{""x"":3.9275881071741594,""y"":1.881302638165831,""yaw"":0.0},{""x"":3.95154593223819,""y"":1.88844680331135,""yaw"":0.0},{""x"":3.9755052831811497,""y"":1.8955833390622239,""yaw"":0.0},{""x"":3.9994615823662514,""y"":1.9027305559656007,""yaw"":0.0},{""x"":4.023419407430282,""y"":1.9098731952321906,""yaw"":0.0},{""x"":4.047374180736455,""y"":1.9170265156512833,""yaw"":0.0},{""x"":4.071328954042627,""y"":1.9241813619493051,""yaw"":0.0},{""x"":4.095279149712013,""y"":1.9313484152787588,""yaw"":0.0},{""x"":4.119214086592109,""y"":1.938567348491798,""yaw"":0.0},{""x"":4.143147497593276,""y"":1.9457939110994822,""yaw"":0.0},{""x"":4.167080908594443,""y"":1.9530174219493084,""yaw"":0.0},{""x"":4.191011267837752,""y"":1.9602485621937795,""yaw"":0.0},{""x"":4.2149431529599894,""y"":1.9674797024382507,""yaw"":0.0},{""x"":4.238871986324369,""y"":1.9747215238352247,""yaw"":0.0},{""x"":4.26279929380982,""y"":1.9819633452321987,""yaw"":0.0},{""x"":4.286711342505981,""y"":1.9892585723916874,""yaw"":0.0},{""x"":4.310624917081071,""y"":1.996549221914389,""yaw"":0.0},{""x"":4.334535439898303,""y"":2.0038475008317356,""yaw"":0.0},{""x"":4.358444436836606,""y"":2.011151883264798,""yaw"":0.0},{""x"":4.3823534337749095,""y"":2.0184577915767896,""yaw"":0.0},{""x"":4.406259378955355,""y"":2.025772855162355,""yaw"":0.0},{""x"":4.4301653241358,""y"":2.0330879187479205,""yaw"":0.0},{""x"":4.454057536405884,""y"":2.0404457069434976,""yaw"":0.0},{""x"":4.477951274554897,""y"":2.0478019692601457,""yaw"":0.0},{""x"":4.501841960946052,""y"":2.0551643350925097,""yaw"":0.0},{""x"":4.5257341732161365,""y"":2.062526700924874,""yaw"":0.0},{""x"":4.549623333728363,""y"":2.0698951702729538,""yaw"":0.0},{""x"":4.573512494240589,""y"":2.0772651654999628,""yaw"":0.0},{""x"":4.597398602994957,""y"":2.0846443160005457,""yaw"":0.0},{""x"":4.6212755564757515,""y"":2.0920509323218504,""yaw"":0.0},{""x"":4.645152509956546,""y"":2.099463652158871,""yaw"":0.0},{""x"":4.669027937558411,""y"":2.1068748461169626,""yaw"":0.0},{""x"":4.6929018392813475,""y"":2.1142921435907702,""yaw"":0.0},{""x"":4.716775741004284,""y"":2.121710966943507,""yaw"":0.0},{""x"":4.740648116848291,""y"":2.1291374196908883,""yaw"":0.0},{""x"":4.764511337418725,""y"":2.1365898123800626,""yaw"":0.0},{""x"":4.788373032110229,""y"":2.144046782706024,""yaw"":0.0},{""x"":4.812236252680663,""y"":2.151502227153056,""yaw"":0.0},{""x"":4.836096421493238,""y"":2.1589637751158044,""yaw"":0.0},{""x"":4.8599550644268845,""y"":2.1664314265942686,""yaw"":0.0},{""x"":4.883813707360531,""y"":2.1739006039516617,""yaw"":0.0},{""x"":4.9076692985363195,""y"":2.181375884824771,""yaw"":0.0},{""x"":4.931518786196392,""y"":2.188872528002886,""yaw"":0.0},{""x"":4.955366747977536,""y"":2.1963737488177877,""yaw"":0.0},{""x"":4.979214709758679,""y"":2.2038764955116186,""yaw"":0.0},{""x"":5.003061145660894,""y"":2.2113822939633074,""yaw"":0.0},{""x"":5.026907581563108,""y"":2.2188896182939253,""yaw"":0.0},{""x"":5.050750965707465,""y"":2.226403046140259,""yaw"":0.0},{""x"":5.0745958757307505,""y"":2.233917999865522,""yaw"":0.0},{""x"":5.098431630480462,""y"":2.2414573676536484,""yaw"":0.0},{""x"":5.122267385230174,""y"":2.248995209562846,""yaw"":0.0},{""x"":5.1461031399798856,""y"":2.2565376291088306,""yaw"":0.0},{""x"":5.169937368850668,""y"":2.264081574533744,""yaw"":0.0},{""x"":5.193771597721451,""y"":2.2716300975954447,""yaw"":0.0},{""x"":5.217604300713305,""y"":2.279180146536074,""yaw"":0.0},{""x"":5.241429374310513,""y"":2.2867515577817095,""yaw"":0.0},{""x"":5.265254447907722,""y"":2.2943244949062738,""yaw"":0.0},{""x"":5.289079521504931,""y"":2.301900483788696,""yaw"":0.0},{""x"":5.31290459510214,""y"":2.3094764726711183,""yaw"":0.0},{""x"":5.33672661694149,""y"":2.3170570391903276,""yaw"":0.0},{""x"":5.360548638780841,""y"":2.324639131588466,""yaw"":0.0},{""x"":5.384370660620192,""y"":2.33222732750232,""yaw"":0.0},{""x"":5.408185053064898,""y"":2.339833833963322,""yaw"":0.0},{""x"":5.431999445509604,""y"":2.347440340424324,""yaw"":0.0},{""x"":5.4558138379543095,""y"":2.355049898643184,""yaw"":0.0},{""x"":5.479626704520086,""y"":2.362660982740973,""yaw"":0.0},{""x"":5.503438045206934,""y"":2.370276644475549,""yaw"":0.0},{""x"":5.527249385893782,""y"":2.377893832089054,""yaw"":0.0},{""x"":5.551054623064914,""y"":2.3855293302497067,""yaw"":0.0},{""x"":5.574859860236046,""y"":2.3931648284103595,""yaw"":0.0},{""x"":5.598665097407178,""y"":2.4008033783288703,""yaw"":0.0},{""x"":5.622468808699381,""y"":2.40844345412631,""yaw"":0.0},{""x"":5.646272519991584,""y"":2.4160865816816077,""yaw"":0.0},{""x"":5.670074705404858,""y"":2.4237312351158344,""yaw"":0.0},{""x"":5.693875364939203,""y"":2.431380466186848,""yaw"":0.0},{""x"":5.717671446836761,""y"":2.4390434301682227,""yaw"":0.0},{""x"":5.741467528734319,""y"":2.446709445907455,""yaw"":0.0},{""x"":5.765263610631877,""y"":2.4543754616466877,""yaw"":0.0},{""x"":5.789058166650506,""y"":2.4620460550227072,""yaw"":0.0},{""x"":5.8128664555794956,""y"":2.469672397909786,""yaw"":0.0},{""x"":5.8366625374770535,""y"":2.4773353618911607,""yaw"":0.0},{""x"":5.860454041737825,""y"":2.485013584661825,""yaw"":0.0},{""x"":5.9075,""y"":2.537,""yaw"":0.9668000000000001}]",1788814382.3761876
